code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sh.600545,2018-04-21,2017-12-31,0.326044,6.089226,0.708697,0.878335,0.086019,0.752236,1.069412,0.106929
sh.600546,2018-04-28,2017-12-31,0.085265,10.148329,0.902114,0.350418,0.026578,0.556658,0.593344,0.080470
sh.600547,2018-03-07,2017-12-31,0.071438,2.213114,1.448525,0.953102,0.023381,0.732765,0.793582,0.040207
sh.600548,2018-03-24,2017-12-31,0.108502,2.656975,0.138469,0.922640,0.319645,0.807040,0.737267,0.537215
sh.600549,2018-03-30,2017-12-31,0.092394,2.566188,0.826101,0.662079,0.065828,0.784321,0.828264,0.101333
sh.600550,2018-04-17,2017-12-31,0.177359,20.541111,0.466081,1.129833,0.016397,0.961704,0.230679,0.073910
sh.600551,2018-04-20,2017-12-31,0.061223,1.467527,0.918130,0.985982,0.046085,0.927722,1.031117,0.048176
sh.600552,2018-04-20,2017-12-31,0.032883,2.153570,0.699647,0.741444,0.029434,0.827508,0.619705,0.057398
sh.600555,2018-04-28,2017-12-31,0.035791,2.189547,0.008892,1.028379,1.787650,0.635951,0.499373,5.629027
sh.600556,2018-02-14,2017-12-31,0.041675,2.721914,0.318028,0.968199,0.049724,0.813005,1.018630,0.060042
sh.600557,2018-04-10,2017-12-31,0.112775,1.527247,0.646930,0.988369,0.115486,0.861652,0.897003,0.149418
sh.600558,2018-04-03,2017-12-31,0.025175,1.486067,0.761342,0.805508,0.027624,0.829607,0.857543,0.038829
sh.600559,2018-04-28,2017-12-31,0.098567,1.835960,0.832266,1.000000,0.064507,0.683772,1.038575,0.090836
sh.600560,2018-03-24,2017-12-31,0.027463,2.254137,0.324462,0.914696,0.041051,0.902382,1.094842,0.041551
sh.600561,2018-03-31,2017-12-31,0.014508,4.745796,0.425455,0.276410,0.025995,0.519877,0.537796,0.092976
sh.600562,2018-04-27,2017-12-31,0.097427,1.476502,0.449791,1.000000,0.146702,0.878160,0.994554,0.167971
sh.600563,2018-04-04,2017-12-31,0.193766,1.176562,0.660042,0.969296,0.257416,0.849333,1.011776,0.299553
sh.600565,2018-03-27,2017-12-31,0.093991,4.777925,0.280289,1.043317,0.067270,0.672360,0.932262,0.107321
sh.600566,2018-04-21,2017-12-31,0.303621,1.445582,0.968572,0.999604,0.216935,0.852596,1.007141,0.252636
sh.600567,2018-03-20,2017-12-31,0.214947,2.506330,0.743715,0.997172,0.115642,0.905868,0.809812,0.157640
sh.600568,2018-04-28,2017-12-31,0.028586,1.216193,0.136163,1.056431,0.163399,0.624286,1.149951,0.227607
sh.600569,2018-03-16,2017-12-31,0.283597,5.807659,0.824520,0.997096,0.059397,0.993667,0.637026,0.093835
sh.600570,2018-03-27,2017-12-31,0.172167,1.900017,0.512685,1.087527,0.162519,0.925316,1.003502,0.175023
sh.600571,2018-03-30,2017-12-31,-0.157228,1.465867,0.678939,0.887826,-0.177942,1.009761,1.016596,-0.173345
sh.600572,2018-04-26,2017-12-31,0.141748,1.785553,0.590995,0.974165,0.137888,0.814599,0.944876,0.179146
sh.600573,2018-04-26,2017-12-31,0.021912,1.086469,0.474580,1.018604,0.041720,0.583222,1.032720,0.069268
sh.600575,2018-03-22,2017-12-31,0.039563,2.210123,0.534695,0.707375,0.047327,0.816808,0.660069,0.087781
sh.600576,2018-03-30,2017-12-31,0.049357,1.089998,0.392166,0.989121,0.116736,0.849446,1.007991,0.136337
sh.600577,2018-03-20,2017-12-31,0.120197,1.814000,2.124153,0.833058,0.037445,0.777571,0.921952,0.052233
sh.600578,2018-04-18,2017-12-31,0.024863,2.674129,0.212727,2.050617,0.021314,0.806471,0.285669,0.092516
sh.600579,2018-03-28,2017-12-31,-0.039769,1.356588,0.278766,1.000000,-0.105163,0.863612,1.036873,-0.117441
sh.600580,2018-04-28,2017-12-31,0.123495,3.049900,0.613931,0.990775,0.066569,0.758054,0.803867,0.109241
sh.600581,2018-03-13,2017-12-31,0.421781,5.346972,1.131731,1.000000,0.069700,1.074774,0.799626,0.081102
sh.600582,2018-03-30,2017-12-31,0.065012,2.477062,0.428471,0.799987,0.076569,0.797169,0.922754,0.104092
sh.600583,2018-03-29,2017-12-31,0.021224,1.257920,0.352278,1.002907,0.047757,0.781319,1.010414,0.060494
sh.600584,2018-04-12,2017-12-31,0.048911,4.303348,0.789683,4.668857,0.003083,3.067990,0.027247,0.036877
sh.600585,2018-03-23,2017-12-31,0.191003,1.395394,0.650193,0.965057,0.218146,0.773891,0.996486,0.282876
sh.600586,2018-04-11,2017-12-31,0.035214,2.328735,0.455650,1.276815,0.025992,0.390622,0.576714,0.115378
sh.600587,2018-04-28,2017-12-31,0.020010,3.632665,0.839173,0.439941,0.014920,0.526927,0.613727,0.046136
sh.600588,2018-03-24,2017-12-31,0.067448,2.269954,0.484450,0.694759,0.088281,0.816585,0.867156,0.124672
sh.600589,2018-04-24,2017-12-31,0.044399,1.807074,0.300851,1.001946,0.081508,0.885822,0.587543,0.156609
sh.600590,2018-03-20,2017-12-31,0.066841,2.533932,0.534050,0.971501,0.050842,0.853462,0.757891,0.078602
sh.600592,2018-04-26,2017-12-31,0.037472,1.431874,0.328146,1.035259,0.077035,0.881441,0.910537,0.095983
sh.600593,2018-03-29,2017-12-31,0.132048,2.599946,0.315724,1.056604,0.152246,0.660832,0.866427,0.265903
sh.600594,2018-04-28,2017-12-31,0.094285,1.676735,0.552499,0.950342,0.107094,0.838133,0.880860,0.145060
sh.600595,2018-04-20,2017-12-31,-0.040146,5.505212,0.443785,0.406914,-0.040383,0.954048,-1.064606,0.039759
sh.600596,2018-04-10,2017-12-31,0.125092,2.002336,0.853304,1.015058,0.072127,0.891917,0.906210,0.089237
sh.600597,2018-03-27,2017-12-31,0.119258,3.151193,1.328805,0.754471,0.037749,0.815846,0.823317,0.056200
sh.600598,2018-04-03,2017-12-31,0.131540,1.297649,0.388898,1.022933,0.254811,0.999811,1.045392,0.243793
sh.600599,2018-04-18,2017-12-31,0.027909,1.715223,0.278262,0.864624,0.067631,1.039768,0.629117,0.103390
sh.600600,2018-03-28,2017-12-31,0.075496,1.824667,0.860811,0.913736,0.052603,0.656710,1.222687,0.065512
sh.600601,2018-04-28,2017-12-31,-0.242265,3.195558,0.470179,0.998991,-0.161406,1.027081,1.236849,-0.127057
sh.600602,2018-03-24,2017-12-31,0.075723,1.448381,0.793172,0.908923,0.072519,0.872714,1.100000,0.075541
sh.600603,2018-04-21,2017-12-31,0.069582,1.587607,0.138395,0.973266,0.325389,0.788678,0.924317,0.446356
sh.600604,2018-03-29,2017-12-31,0.040015,2.207347,0.171621,0.760008,0.138984,0.680980,0.803200,0.254102
sh.600605,2018-03-31,2017-12-31,0.046989,1.980671,1.997609,1.000000,0.011876,0.887470,0.574009,0.023313
sh.600606,2018-04-24,2017-12-31,0.152150,13.313666,0.367230,0.665907,0.046733,0.704628,0.875666,0.075740
sh.600608,2018-03-27,2017-12-31,2.730016,8.377054,2.458191,1.035902,0.127979,1.000000,0.927662,0.137959
sh.600609,2018-04-21,2017-12-31,0.581264,49.979424,0.666367,0.280337,0.062257,0.797564,0.637707,0.122405
sh.600610,2018-08-30,2017-12-31,-1.883016,1.930840,0.026375,1.000000,-36.975941,1.001295,1.011783,-36.498066
sh.600611,2018-03-30,2017-12-31,0.094160,1.714507,0.161034,0.941025,0.362418,0.759904,0.958897,0.497370
sh.600612,2018-04-28,2017-12-31,0.212993,2.575741,2.897386,0.772762,0.036933,0.748195,0.930853,0.053029
sh.600613,2018-04-28,2017-12-31,0.053751,1.264612,0.569239,1.083299,0.068926,0.819222,0.928146,0.090649
sh.600614,2018-04-26,2017-12-31,0.081235,1.721601,0.244194,0.928891,0.208022,0.840761,0.852670,0.290173
sh.600615,2018-03-31,2017-12-31,0.197120,1.205730,0.145728,0.997174,1.125034,0.827430,1.001446,1.357709
sh.600616,2018-03-31,2017-12-31,0.027407,1.197630,0.409262,1.135879,0.049226,0.701573,1.029896,0.068129
sh.600617,2018-04-28,2017-12-31,0.004468,6.363548,0.408521,-0.216581,-0.007936,-5.649919,0.024010,0.058498
sh.600618,2018-03-16,2017-12-31,0.408466,1.859818,1.599014,1.002536,0.137004,0.985663,0.936279,0.148457
sh.600619,2018-04-13,2017-12-31,0.068828,3.098884,0.825045,0.830150,0.032428,0.878870,0.808948,0.045612
sh.600620,2018-03-28,2017-12-31,0.024242,1.222396,0.016236,1.033566,1.181815,0.978471,1.047316,1.153251
sh.600621,2018-03-30,2017-12-31,0.182290,2.559871,0.334602,1.040322,0.204573,0.717994,0.984165,0.289507
sh.600622,2018-04-28,2017-12-31,0.103416,2.636605,0.221758,0.803858,0.220032,0.738914,0.973639,0.305840
sh.600623,2018-03-27,2017-12-31,0.037676,2.268744,1.173162,1.374024,0.010302,0.550255,0.784938,0.023852
sh.600624,2018-04-21,2017-12-31,0.038446,2.128208,0.312915,0.869858,0.066369,0.725763,0.945923,0.096676
sh.600626,2018-04-28,2017-12-31,0.076832,3.219293,1.373244,0.865902,0.020071,0.981202,0.759374,0.026937
sh.600628,2018-04-13,2017-12-31,0.107333,1.393238,0.519406,0.998730,0.148508,0.847038,0.975096,0.179804
sh.600629,2018-04-28,2017-12-31,0.147078,3.511042,0.864189,0.871583,0.055615,0.808126,1.018388,0.067577
sh.600630,2018-03-31,2017-12-31,0.073242,1.510317,1.668702,0.986225,0.029467,0.740790,0.939854,0.042324
sh.600633,2018-04-27,2017-12-31,0.231328,1.340661,0.169390,0.957413,1.063947,0.965054,1.017171,1.083863
sh.600634,2018-04-28,2017-12-31,0.018827,2.382253,0.138705,0.221779,0.256904,0.978710,0.590820,0.444285
sh.600635,2018-03-30,2017-12-31,0.066036,2.653171,0.246730,0.853520,0.118189,0.885484,0.722263,0.184799
sh.600636,2018-04-20,2017-12-31,0.019118,2.298861,0.912117,0.307450,0.029656,0.638560,0.889573,0.052207
sh.600637,2018-04-21,2017-12-31,0.082780,1.371618,0.438727,0.933087,0.147426,0.791358,1.039995,0.179131
sh.600638,2018-04-26,2017-12-31,0.164128,2.710131,0.169999,1.056627,0.337153,0.746859,0.838135,0.538609
sh.600639,2018-04-14,2017-12-31,0.083871,2.196486,0.086668,1.003948,0.438849,0.755348,0.840196,0.691493
sh.600640,2018-04-28,2017-12-31,0.073290,1.505976,1.078007,0.930708,0.048506,0.824718,1.161007,0.050659
sh.600641,2018-04-28,2017-12-31,0.331987,1.620665,0.252758,1.000000,0.810445,0.761943,1.034131,1.028551
sh.600642,2018-04-28,2017-12-31,0.068442,2.121479,0.601622,0.795158,0.067438,0.779623,0.886148,0.097615
sh.600643,2018-03-30,2017-12-31,0.123404,2.410293,0.144019,1.000258,0.355408,0.711947,0.911718,0.547544
sh.600644,2018-04-13,2017-12-31,0.034338,2.213234,0.745376,0.772008,0.026962,0.642509,0.867782,0.048358
sh.600645,2018-04-26,2017-12-31,-0.011921,1.938623,0.290130,1.775002,-0.011941,-0.427697,0.729929,0.038250
sh.600647,2018-03-31,2017-12-31,0.031423,1.631204,0.040965,1.280876,0.367131,0.638511,1.130369,0.508665
sh.600648,2018-04-27,2017-12-31,0.076445,3.109122,0.297637,0.946480,0.087279,0.729093,0.835883,0.143213
sh.600649,2018-03-20,2017-12-31,0.084464,1.978083,0.078066,0.995475,0.549455,0.871795,0.820295,0.768330
sh.600650,2018-03-29,2017-12-31,0.074816,1.361714,0.525916,0.807814,0.129324,0.890948,1.030330,0.140880
sh.600651,2018-04-28,2017-12-31,0.015896,3.942003,0.397487,1.792681,0.005659,0.100819,0.677067,0.082906
sh.600652,2018-04-28,2017-12-31,-0.217115,1.158262,0.078366,1.000000,-2.391982,0.993582,1.013341,-2.375740
sh.600653,2018-04-28,2017-12-31,-0.272104,4.669618,0.592363,1.030564,-0.095453,1.034742,1.655275,-0.055730
sh.600654,2018-04-28,2017-12-31,-0.289628,3.904022,0.299680,1.000000,-0.247555,0.965427,1.451914,-0.176608
sh.600655,2018-03-19,2017-12-31,0.064668,2.183864,0.723601,1.064624,0.038439,0.756714,0.775019,0.065543
sh.600657,2018-03-28,2017-12-31,0.107217,7.266464,0.222007,0.949399,0.070004,0.600057,0.658670,0.177118
sh.600658,2018-03-30,2017-12-31,0.082331,1.646226,0.209886,0.996084,0.239220,0.753363,1.058130,0.300092
sh.600660,2018-03-17,2017-12-31,0.170044,1.662502,0.607947,1.000161,0.168215,0.855565,0.993060,0.197986
sh.600661,2018-04-28,2017-12-31,0.098580,2.165367,0.637339,1.178473,0.060613,0.675422,1.063852,0.084355
sh.600662,2018-04-21,2017-12-31,0.031007,1.967143,0.636725,1.053762,0.023492,0.546075,0.950634,0.045255
sh.600663,2018-03-30,2017-12-31,0.223751,5.754985,0.115829,0.851572,0.394168,0.746854,0.780642,0.676074
sh.600664,2018-02-10,2017-12-31,0.054613,1.929145,0.835942,0.876416,0.038641,0.704879,1.108936,0.049434
sh.600665,2018-03-29,2017-12-31,0.086040,6.890413,0.194355,1.015134,0.063290,0.729864,1.009435,0.085904
sh.600666,2018-04-28,2017-12-31,0.021116,2.585979,0.176490,0.917315,0.050437,0.772060,0.520448,0.125523
sh.600667,2018-03-31,2017-12-31,0.083013,3.212306,0.744347,0.756680,0.045882,0.867282,0.800896,0.066055
sh.600668,2018-04-24,2017-12-31,0.139036,1.629868,0.691894,0.900246,0.136954,0.780066,0.930643,0.188652
sh.600671,2018-04-28,2017-12-31,0.129147,5.850142,0.478262,0.905427,0.050980,0.777310,0.605687,0.108282
sh.600673,2018-03-27,2017-12-31,0.131844,3.099439,0.602770,1.045200,0.067519,0.818400,0.698098,0.118180
sh.600674,2018-04-28,2017-12-31,0.151836,1.298658,0.028635,0.989444,4.126527,0.991621,0.924956,4.499019
sh.600675,2018-02-14,2017-12-31,0.106801,8.486288,0.262804,0.708288,0.067611,0.747031,0.575172,0.157355
sh.600676,2018-03-28,2017-12-31,0.081439,1.641380,1.036283,0.894536,0.053523,0.830555,0.963285,0.066899
sh.600677,2018-04-12,2017-12-31,0.031176,4.533567,0.699269,0.402622,0.024425,0.864600,0.607010,0.046540
sh.600678,2018-02-14,2017-12-31,1.882984,25.419418,0.473434,1.003736,0.155884,0.999862,0.793260,0.196538
sh.600679,2018-04-21,2017-12-31,0.059065,1.405709,0.781073,0.774996,0.069414,0.816668,0.990242,0.085834
sh.600680,2018-05-03,2017-12-31,-0.601142,4.127058,0.266379,0.998462,-0.547652,1.062119,1.284115,-0.401539
sh.600681,2018-04-14,2017-12-31,0.283976,1.733945,0.567325,0.990805,0.291357,0.876086,0.990187,0.335863
sh.600682,2018-03-31,2017-12-31,0.138603,4.051185,0.834622,0.870212,0.047106,0.773573,0.804960,0.075648
sh.600683,2018-03-21,2017-12-31,0.142078,12.505558,0.219541,0.339823,0.152283,0.697477,0.902772,0.241849
sh.600684,2018-03-31,2017-12-31,0.131407,4.784419,0.323667,0.684122,0.124038,0.766039,0.926581,0.174752
sh.600685,2018-03-30,2017-12-31,0.008457,4.355300,0.493516,0.872390,0.004510,0.597331,0.435283,0.017347
sh.600686,2018-04-28,2017-12-31,0.126097,6.621296,0.705355,0.528966,0.051042,0.999030,0.927110,0.055108
sh.600687,2018-04-26,2017-12-31,0.093091,2.073394,0.676782,0.969233,0.068446,0.706399,0.799486,0.121196
sh.600688,2018-03-21,2017-12-31,0.231729,1.391026,2.495851,0.998222,0.066865,0.783634,1.027912,0.083010
sh.600689,2018-03-31,2017-12-31,0.046905,1.750748,1.653167,1.154196,0.014041,0.590605,1.017846,0.023357
sh.600690,2018-04-26,2017-12-31,0.236455,4.826173,1.126594,0.765141,0.056838,0.858427,0.921296,0.071868
sh.600691,2018-04-27,2017-12-31,0.030873,11.011202,0.489153,30.744156,0.000186,0.022821,0.122559,0.066657
sh.600692,2018-03-30,2017-12-31,0.095936,3.488452,0.522479,0.805148,0.065374,0.723145,0.895623,0.100938
sh.600693,2018-04-04,2017-12-31,0.121457,3.102853,0.610019,0.621992,0.103165,0.739088,0.982562,0.142062
sh.600694,2018-04-25,2017-12-31,0.122617,2.488393,1.503382,1.031246,0.031783,0.618241,0.998531,0.051485
sh.600695,2018-04-03,2017-12-31,0.067215,1.786595,0.039540,1.012800,0.939455,0.994971,0.587629,1.606801
sh.600696,2018-01-31,2017-12-31,0.067481,2.544611,0.257463,0.978098,0.105309,0.914696,1.017241,0.113179
sh.600697,2018-04-12,2017-12-31,0.107724,7.045831,0.700443,0.499901,0.043664,0.722938,0.736852,0.081968
sh.600698,2018-04-26,2017-12-31,-0.135699,2.185889,0.430380,1.000000,-0.144244,0.952826,1.088834,-0.139035
sh.600699,2018-04-28,2017-12-31,0.031179,2.858498,0.733062,0.533066,0.027913,0.745461,0.654054,0.057248
sh.600701,2018-04-28,2017-12-31,0.041721,1.962611,0.398144,1.374595,0.038842,0.670416,0.658332,0.088007
sh.600702,2018-04-21,2017-12-31,0.059706,1.801524,0.378216,1.010317,0.086732,0.696162,1.000924,0.124472
sh.600703,2018-04-20,2017-12-31,0.170096,1.311919,0.343935,1.000053,0.376953,0.820885,0.995832,0.461126
sh.600704,2018-04-17,2017-12-31,0.106175,3.860465,3.404245,0.760591,0.010622,0.768021,0.789135,0.017526
sh.600705,2018-03-15,2017-12-31,0.122355,8.667021,0.055538,0.795973,0.319346,0.750357,0.977171,0.435534
sh.600706,2018-04-20,2017-12-31,0.068059,1.998592,0.617586,0.988914,0.055758,0.829223,0.828931,0.081117
sh.600707,2018-03-30,2017-12-31,0.005499,1.994536,0.020916,2.329370,0.056588,1.000000,0.182049,0.310842
sh.600708,2018-04-17,2017-12-31,0.202662,5.343918,0.405397,0.979270,0.095528,0.692917,0.900866,0.153034
sh.600710,2018-03-20,2017-12-31,0.092922,10.164022,1.891407,0.326325,0.014812,0.770242,0.780589,0.024636
sh.600711,2018-03-13,2017-12-31,0.141967,2.459999,1.954224,1.002857,0.029447,0.790085,0.734670,0.050731
sh.600712,2018-04-18,2017-12-31,0.001666,2.107964,1.036066,1.000000,0.000763,0.217187,0.501706,0.007002
sh.600713,2018-03-31,2017-12-31,0.088555,5.530640,1.838486,0.768740,0.011329,0.707420,0.611843,0.026175
sh.600714,2018-03-24,2017-12-31,0.020522,1.146107,0.133510,1.000000,0.134119,0.898146,0.876658,0.170338
sh.600715,2018-04-10,2017-12-31,0.074153,1.523888,0.255362,0.984305,0.193592,0.756579,0.895812,0.285638
sh.600716,2018-03-29,2017-12-31,-0.045522,2.667726,0.148811,0.982534,-0.116708,1.308129,1.120492,-0.079623
sh.600717,2018-03-24,2017-12-31,0.053094,2.201210,0.416734,0.665457,0.086977,0.787906,0.835223,0.132168
sh.600718,2018-03-31,2017-12-31,0.127277,1.482537,0.578384,1.189014,0.124836,0.858232,1.005633,0.144643
sh.600719,2018-03-23,2017-12-31,0.004615,2.228022,0.482528,1.000000,0.004292,0.372501,0.940123,0.012257
sh.600720,2018-03-22,2017-12-31,0.112544,2.037169,0.573799,1.086276,0.088633,0.796723,0.845257,0.131613
sh.600721,2018-04-25,2017-12-31,-0.281556,1.202032,0.174187,0.998267,-1.347058,1.019882,1.003925,-1.315635
sh.600722,2018-02-10,2017-12-31,0.038318,1.364201,0.635655,0.566356,0.078020,0.994279,1.210998,0.064797
sh.600723,2018-03-24,2017-12-31,0.098696,1.822072,1.552399,0.764937,0.045615,0.734363,1.055537,0.058846
sh.600724,2018-03-30,2017-12-31,-0.405673,6.935491,0.278806,0.981834,-0.213677,1.233415,1.434126,-0.120799
sh.600725,2018-03-29,2017-12-31,0.044060,1.481159,1.779225,1.000000,0.016719,1.000000,1.153471,0.014494
sh.600726,2018-04-26,2017-12-31,-0.387326,8.919689,0.357253,0.916322,-0.132648,0.959445,2.209781,-0.062565
sh.600727,2018-03-22,2017-12-31,0.069843,1.320261,0.409831,1.000000,0.129079,1.000000,1.065008,0.121200
sh.600728,2018-03-17,2017-12-31,0.072148,1.887631,0.775564,0.985784,0.049992,0.915160,0.942710,0.057947
sh.600729,2018-03-16,2017-12-31,0.125555,2.650330,2.575535,0.931090,0.019755,0.826903,1.049881,0.022755
sh.600730,2018-04-26,2017-12-31,0.024964,2.046891,0.071298,0.948830,0.180280,0.568144,0.836516,0.379329
sh.600731,2018-03-27,2017-12-31,0.052923,2.350338,0.657820,0.652953,0.052424,0.788558,0.772677,0.086039
sh.600732,2018-04-20,2017-12-31,0.146075,1.430900,0.076900,0.994741,1.334536,0.809574,1.018247,1.618902
sh.600733,2018-02-08,2017-12-31,0.040921,2.003067,0.101127,1.585156,0.127443,1.015456,0.722824,0.173629
sh.600734,2018-04-12,2017-12-31,0.069041,2.837777,0.843654,0.998776,0.028873,0.879756,0.760191,0.043173
sh.600735,2018-03-30,2017-12-31,0.092969,1.336697,1.277814,0.663824,0.081995,0.697325,1.008211,0.116627
sh.600736,2018-03-22,2017-12-31,0.095249,3.678573,0.266612,0.615744,0.157725,0.750892,0.827676,0.253784
sh.600737,2018-04-18,2017-12-31,0.107010,2.608642,1.061836,0.981548,0.039359,0.751425,0.718406,0.072910
sh.600738,2018-03-20,2017-12-31,0.093266,2.408131,0.368911,1.000000,0.104984,0.726391,0.741706,0.194859
sh.600739,2018-04-14,2017-12-31,0.074917,1.781227,0.407131,0.971216,0.106368,0.918303,0.769400,0.150547
sh.600740,2018-04-19,2017-12-31,0.044050,5.231687,0.549145,0.990496,0.015480,1.224475,0.298673,0.042327
sh.600741,2018-03-29,2017-12-31,0.165127,2.909844,1.216422,0.717777,0.064994,0.870246,1.012752,0.073745
sh.600742,2018-03-28,2017-12-31,0.105720,1.943844,1.480614,0.805249,0.045617,0.932577,1.003509,0.048744
sh.600743,2018-04-11,2017-12-31,0.116691,4.449028,0.317189,0.710754,0.116342,0.715482,0.967121,0.168135
sh.600744,2018-03-30,2017-12-31,-0.324644,5.350672,0.384766,0.969296,-0.162684,1.043754,1.799834,-0.086600
sh.600745,2018-04-27,2017-12-31,0.083766,3.025674,1.421819,0.983692,0.019794,0.883700,0.762156,0.029390
sh.600746,2018-04-11,2017-12-31,0.159241,1.365085,1.208502,1.000000,0.096527,0.754526,1.008471,0.126856
sh.600747,2018-04-28,2017-12-31,0.015902,1.239978,0.042772,0.977915,0.306595,0.988529,0.611159,0.507483
sh.600748,2018-03-27,2017-12-31,0.091452,3.878236,0.195546,0.953098,0.126524,0.761844,0.847552,0.195948
sh.600749,2018-04-27,2017-12-31,-0.158337,2.661276,0.106433,0.968266,-0.577328,1.000093,1.300065,-0.444035
sh.600750,2018-03-30,2017-12-31,0.151081,1.162564,0.543292,1.000184,0.239156,0.884405,1.022573,0.264445
sh.600751,2018-04-28,2017-12-31,0.062685,9.198389,2.619852,0.687653,0.003783,1.769268,0.257162,0.008314
sh.600753,2018-02-28,2017-12-31,0.124780,1.399323,1.627097,1.000000,0.054804,0.744189,1.171564,0.062859
sh.600754,2018-03-30,2017-12-31,0.068392,3.403301,0.309554,0.890610,0.072892,0.775547,0.799702,0.117529
sh.600755,2018-04-28,2017-12-31,0.099349,3.285597,2.610310,0.877213,0.013205,0.768468,0.748043,0.022972
sh.600756,2018-03-28,2017-12-31,0.058945,1.426433,0.435041,1.004863,0.094528,0.971510,1.008038,0.096524
sh.600757,2018-03-31,2017-12-31,0.105569,1.702482,1.135500,0.967847,0.056424,0.983087,1.006568,0.057020
sh.600758,2018-04-25,2017-12-31,0.086723,3.105405,0.462252,1.000063,0.060410,0.850179,0.578498,0.122828
sh.600759,2018-04-28,2017-12-31,-0.042357,3.158297,0.168837,2.343984,-0.033889,12.767714,-0.012319,0.215453
sh.600760,2018-03-31,2017-12-31,0.186679,3.709368,1.385605,1.004580,0.036155,0.870213,0.991804,0.041891
sh.600761,2018-03-20,2017-12-31,0.092263,1.523528,1.245663,0.785467,0.061894,0.821728,1.023429,0.073597
sh.600763,2018-04-03,2017-12-31,0.239279,1.701764,0.765912,0.955389,0.192152,0.804777,0.968168,0.246615
sh.600764,2018-04-16,2017-12-31,0.101309,1.770022,0.254313,0.907937,0.247883,0.824677,0.999040,0.300870
sh.600765,2018-03-12,2017-12-31,0.045402,3.661846,0.426747,1.617103,0.017967,0.611492,0.444173,0.066149
sh.600766,2018-04-20,2017-12-31,0.048835,3.021449,0.068039,1.000000,0.237550,0.802670,0.626535,0.472360
sh.600767,2018-03-30,2017-12-31,0.177139,2.581302,0.179201,1.256521,0.304765,0.918008,0.837167,0.396558
sh.600768,2018-04-03,2017-12-31,0.708567,6.505383,1.240478,1.000000,0.087805,1.026537,0.816846,0.104714
sh.600769,2018-03-30,2017-12-31,0.110479,2.574224,0.489697,0.970224,0.090331,0.908173,1.016611,0.097839
sh.600770,2018-04-21,2017-12-31,0.012924,1.859005,0.117013,0.314390,0.188984,0.521728,0.926885,0.390800
sh.600771,2018-04-24,2017-12-31,0.130756,1.286691,0.501529,0.946038,0.214183,0.822242,0.987024,0.263911
sh.600773,2018-04-21,2017-12-31,0.028405,3.523963,0.094900,1.120441,0.075807,0.736037,0.581481,0.177123
sh.600774,2018-04-20,2017-12-31,0.028444,2.954201,0.591955,1.074126,0.015143,0.781995,0.471231,0.041094
sh.600775,2018-03-30,2017-12-31,0.032132,1.631613,0.768775,0.687592,0.037255,0.838327,1.060472,0.041906
sh.600776,2018-04-23,2017-12-31,0.039403,1.269703,0.639855,0.986948,0.049142,0.899611,1.026474,0.053216
sh.600777,2018-04-27,2017-12-31,0.038536,1.366309,0.117162,1.000000,0.240727,1.214918,0.979271,0.202337
sh.600778,2018-04-25,2017-12-31,-0.508338,5.875559,1.047011,1.016406,-0.081299,0.981331,1.313943,-0.063051
sh.600779,2018-04-28,2017-12-31,0.220006,1.636968,0.820594,1.000000,0.163782,0.804061,1.029693,0.197820
sh.600780,2018-04-26,2017-12-31,0.017186,2.529695,0.423162,1.052956,0.015247,0.619800,0.531690,0.046268
sh.600781,2018-04-21,2017-12-31,0.157787,2.244625,1.040065,0.505531,0.133696,0.805171,0.821785,0.202057
sh.600782,2018-04-03,2017-12-31,0.283757,2.846654,1.601209,0.990830,0.062830,0.773392,0.927123,0.087625
sh.600783,2018-04-28,2017-12-31,0.011851,1.552023,0.038182,0.984417,0.203159,0.351831,0.642572,0.898628
sh.600784,2018-03-30,2017-12-31,-0.090057,2.893753,0.353753,0.728006,-0.120843,1.008501,1.728800,-0.069311
sh.600785,2018-02-14,2017-12-31,0.054754,2.305752,1.650900,1.347946,0.010671,0.645051,0.928896,0.017809
sh.600787,2018-03-17,2017-12-31,0.134327,1.930692,1.332403,0.996415,0.052405,0.745112,0.929882,0.075635
sh.600789,2018-04-13,2017-12-31,0.059916,2.459862,0.554222,0.886051,0.049601,0.921180,0.810402,0.066443
sh.600790,2018-03-29,2017-12-31,0.078862,1.750698,0.109443,0.952057,0.432321,0.790537,1.033018,0.529391
sh.600791,2018-04-28,2017-12-31,0.031456,3.617456,0.130354,3.386258,0.019700,0.392641,0.868330,0.057780
sh.600792,2018-04-04,2017-12-31,-0.016523,1.984149,0.757235,1.215751,-0.009045,1.319337,-0.546077,0.012555
sh.600793,2018-02-28,2017-12-31,0.929560,35.552208,0.327439,1.000000,0.079851,0.998785,0.469498,0.170284
sh.600794,2018-03-27,2017-12-31,-0.119188,1.838721,0.300101,1.085187,-0.199041,1.105659,1.300397,-0.138435
sh.600795,2018-04-17,2017-12-31,0.042954,5.268665,0.219412,0.804298,0.046199,0.730448,0.370035,0.170921
sh.600796,2018-04-12,2017-12-31,0.066299,1.680219,0.449881,0.865033,0.101393,0.911386,0.904801,0.122957
sh.600797,2018-04-25,2017-12-31,0.090107,1.573951,0.614201,0.928522,0.100384,0.845245,0.950595,0.124936
