code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sz.000707,2018-04-27,2017-12-31,-1.178753,15.983062,0.423137,0.990222,-0.176015,1.020084,1.697707,-0.101637
sz.000708,2018-03-08,2017-12-31,0.101889,1.603011,1.646093,1.000000,0.038613,0.861935,1.007348,0.044472
sz.000709,2018-04-20,2017-12-31,0.040091,4.149467,0.579485,0.854749,0.019506,0.695791,0.556453,0.050381
sz.000710,2018-04-12,2017-12-31,0.282011,1.426382,0.994878,0.952151,0.208716,0.860039,1.005537,0.241345
sz.000711,2018-04-27,2017-12-31,0.080228,1.774631,0.282530,0.962687,0.166214,0.935733,0.806682,0.220199
sz.000712,2018-03-22,2017-12-31,0.052692,8.069856,0.039483,0.794346,0.208189,0.798331,,
sz.000713,2018-04-18,2017-12-31,0.008556,1.565416,0.678289,0.797066,0.010110,0.818823,0.715729,0.017250
sz.000715,2018-03-23,2017-12-31,0.067980,1.717392,1.150703,1.000000,0.034399,0.736798,1.230784,0.037933
sz.000716,2018-04-24,2017-12-31,0.051356,1.887050,0.679152,1.060184,0.037797,0.892030,0.718445,0.058978
sz.000717,2018-03-06,2017-12-31,1.466924,8.566155,1.771857,1.000000,0.096648,1.000000,0.885797,0.109109
sz.000718,2018-04-20,2017-12-31,0.146725,2.614059,0.282073,1.073428,0.185377,0.692783,0.978334,0.273509
sz.000719,2018-03-29,2017-12-31,0.100156,1.525223,0.774335,0.989637,0.085691,0.971210,1.068006,0.082613
sz.000720,2018-04-20,2017-12-31,-0.551265,7.224257,0.381511,0.971247,-0.205935,1.058001,1.451679,-0.134083
sz.000721,2018-03-28,2017-12-31,-0.016855,1.592207,0.464513,0.875528,-0.026029,1.434121,0.926047,-0.019599
sz.000722,2018-03-31,2017-12-31,0.032353,1.126032,0.078920,1.142758,0.318580,0.733798,0.964419,0.450170
sz.000723,2018-04-03,2017-12-31,0.145507,1.804529,0.926617,0.869252,0.100109,0.753330,0.943195,0.140892
sz.000725,2018-04-24,2017-12-31,0.092565,2.820894,0.406728,0.962759,0.083799,0.806935,0.797165,0.130273
sz.000726,2018-04-17,2017-12-31,0.118732,1.381737,0.654746,0.952262,0.137820,0.879404,0.984065,0.159257
sz.000727,2018-03-28,2017-12-31,0.001081,3.135352,0.177449,0.185818,0.010455,1.156812,0.103533,0.087291
sz.000728,2018-03-28,2017-12-31,0.052206,3.282400,0.046386,0.991579,0.345791,0.779445,,
sz.000729,2018-04-28,2017-12-31,0.012586,1.417828,0.615938,0.935282,0.015409,0.481653,0.976196,0.032772
sz.000731,2018-03-27,2017-12-31,0.061145,1.791001,0.554656,1.053051,0.058451,0.826340,0.782649,0.090379
sz.000732,2018-04-25,2017-12-31,0.124571,9.668736,0.147557,0.910432,0.095905,0.779670,0.799808,0.153795
sz.000733,2018-04-17,2017-12-31,0.050051,2.111306,0.933439,0.980523,0.025901,0.818234,0.812215,0.038974
sz.000735,2018-04-21,2017-12-31,0.043748,1.768457,0.215104,0.984109,0.116862,0.700914,0.941835,0.177024
sz.000736,2018-04-12,2017-12-31,0.347379,14.085207,0.231519,0.788135,0.135162,0.726266,0.897715,0.207310
sz.000737,2018-02-13,2017-12-31,,,0.691920,0.976264,-0.230051,1.045027,1.268779,-0.173504
sz.000738,2018-03-27,2017-12-31,0.043241,1.393083,0.364174,1.002620,0.085011,0.843326,0.933277,0.108011
sz.000739,2018-03-10,2017-12-31,0.090565,1.995959,0.981737,1.000000,0.046218,0.755528,0.854382,0.071599
sz.000750,2018-04-21,2017-12-31,0.027316,4.869431,0.039691,0.871945,0.162087,0.756227,,
sz.000751,2018-04-21,2017-12-31,0.099821,1.829254,1.611269,1.000004,0.033867,0.999999,0.820674,0.041267
sz.000752,2018-04-26,2017-12-31,0.012107,1.824559,0.251916,0.212775,0.123798,0.864480,1.086342,0.131824
sz.000753,2018-04-14,2017-12-31,0.039820,2.429732,0.527501,1.083146,0.028683,0.671726,0.728381,0.058624
sz.000755,2018-04-28,2017-12-31,0.173688,5.856879,0.640121,1.154493,0.040128,0.994233,0.491545,0.082110
sz.000756,2018-03-26,2017-12-31,0.093810,2.237117,0.903466,0.947313,0.048995,0.825020,0.843262,0.070425
sz.000757,2018-03-16,2017-12-31,0.078964,1.770081,0.579180,1.000000,0.077023,0.823362,0.962924,0.097149
sz.000758,2018-04-24,2017-12-31,0.039381,4.550700,0.664272,0.544748,0.023915,0.641075,0.588520,0.063387
sz.000759,2018-03-28,2017-12-31,0.022648,2.819016,1.805983,0.888483,0.005007,0.517262,0.915141,0.010577
sz.000760,2018-04-26,2017-12-31,-0.088300,1.410991,0.056068,0.994520,-1.122306,1.677508,1.510624,-0.442884
sz.000761,2018-04-20,2017-12-31,0.118391,4.334065,0.691533,0.994234,0.039730,0.839837,0.685010,0.069061
sz.000762,2018-04-24,2017-12-31,0.016145,1.408740,0.221468,0.397048,0.130329,0.730946,1.136866,0.156836
sz.000766,2018-04-20,2017-12-31,0.060651,1.297121,0.275859,1.003074,0.168981,0.857189,0.922065,0.213796
sz.000767,2018-04-26,2017-12-31,-0.193999,5.846349,0.202986,0.763457,-0.214124,1.026907,2.696988,-0.077313
sz.000768,2018-03-13,2017-12-31,0.030336,2.572673,0.777408,0.993754,0.015263,0.832739,1.069315,0.017141
sz.000776,2018-03-24,2017-12-31,0.105217,4.386624,0.060208,0.946279,0.421001,0.780089,,
sz.000777,2018-03-27,2017-12-31,0.034911,1.563128,0.437974,1.113086,0.045813,1.045870,1.000667,0.043774
sz.000778,2018-04-10,2017-12-31,0.059044,2.655124,0.839562,1.025711,0.025823,0.687217,0.736838,0.050997
sz.000779,2018-03-09,2017-12-31,0.306627,2.616622,0.413462,1.000000,0.283422,1.000000,0.852426,0.332489
sz.000780,2018-04-11,2017-12-31,0.111319,1.289249,0.501147,1.000000,0.172293,1.052488,1.075043,0.152274
sz.000782,2018-03-06,2017-12-31,0.029549,2.186101,1.374298,0.951023,0.010342,0.998781,0.583578,0.017743
sz.000783,2018-04-26,2017-12-31,0.059399,4.233477,0.051216,1.001146,0.273640,0.787143,,
sz.000785,2018-03-31,2017-12-31,0.374900,2.987818,1.402607,0.905661,0.098778,0.846454,0.959763,0.121588
sz.000786,2018-03-17,2017-12-31,0.205692,1.336481,0.733049,0.995366,0.210930,0.875758,0.967570,0.248927
sz.000788,2018-04-21,2017-12-31,0.029554,1.775973,1.042284,1.033833,0.015443,0.848406,0.949225,0.019176
sz.000789,2018-03-30,2017-12-31,0.156526,2.851290,0.841770,0.549426,0.118698,0.787762,0.900424,0.167341
sz.000790,2018-03-06,2017-12-31,0.228173,1.606350,0.488975,1.000000,0.290494,0.763537,0.971720,0.391531
sz.000791,2018-04-19,2017-12-31,0.046289,3.567572,0.100318,0.975681,0.132561,0.874384,0.335458,0.451934
sz.000792,2018-03-31,2017-12-31,-0.185843,3.694397,0.141498,0.969879,-0.366549,1.039904,1.464661,-0.240659
sz.000793,2018-04-28,2017-12-31,0.028796,1.519290,0.233875,0.654990,0.123730,0.731471,0.855755,0.197664
sz.000795,2018-03-09,2017-12-31,0.050817,1.273586,0.721176,0.993479,0.055691,0.787802,1.120168,0.063108
sz.000796,2018-04-26,2017-12-31,0.113530,2.952537,1.401710,0.905081,0.030309,0.704198,0.817899,0.052623
sz.000797,2018-04-25,2017-12-31,0.065211,3.420392,0.318436,0.956877,0.062570,0.664258,0.883129,0.106661
sz.000798,2018-03-30,2017-12-31,0.082267,1.460632,0.776726,1.082979,0.066957,0.997867,0.919641,0.072964
sz.000799,2018-03-09,2017-12-31,0.090984,1.266482,0.358317,1.011108,0.198290,0.761060,1.005242,0.259185
sz.000800,2018-03-31,2017-12-31,0.035906,2.399407,1.484680,0.884659,0.011394,0.689183,0.943876,0.017515
sz.000801,2018-04-18,2017-12-31,0.003112,2.158215,0.626504,8.945968,0.000257,0.087203,0.355172,0.008307
sz.000802,2018-03-06,2017-12-31,0.067458,1.186448,0.242024,0.968884,0.242468,0.806970,1.071098,0.280522
sz.000803,2018-02-28,2017-12-31,0.300763,12.660361,0.330109,0.497421,0.144676,0.670916,0.708235,0.304474
sz.000806,2018-04-28,2017-12-31,0.004940,1.502401,0.336219,0.699544,0.013981,1.333436,0.461432,0.022723
sz.000807,2018-03-20,2017-12-31,0.068774,3.548845,0.652755,0.916844,0.032381,0.893451,0.512677,0.070693
sz.000809,2018-04-16,2017-12-31,0.033102,2.017613,0.012937,1.000000,1.268216,0.514095,0.643577,3.833094
sz.000810,2018-03-23,2017-12-31,0.035273,2.647000,1.024811,0.990461,0.013128,0.621875,1.059908,0.019918
sz.000811,2018-04-11,2017-12-31,0.125666,2.164933,0.637200,0.949527,0.095938,0.779232,0.950942,0.129470
sz.000812,2018-03-23,2017-12-31,0.024182,1.880867,0.366125,0.537239,0.065363,0.805097,0.894157,0.090797
sz.000813,2018-04-21,2017-12-31,0.192121,1.092447,0.489812,1.002348,0.358200,0.846165,1.008357,0.419814
sz.000815,2018-04-23,2017-12-31,0.012889,1.431159,0.297161,0.996575,0.030412,1.090434,0.937023,0.029764
sz.000816,2018-04-26,2017-12-31,-0.082692,1.964104,0.275364,0.886467,-0.172475,1.004444,1.117031,-0.153722
sz.000818,2018-02-27,2017-12-31,0.107197,1.356613,1.051621,0.974547,0.077102,0.831309,0.993123,0.093389
sz.000819,2018-03-27,2017-12-31,-0.014314,1.196857,1.928113,0.783218,-0.007920,28.237001,0.049830,-0.005629
sz.000820,2018-04-28,2017-12-31,0.384168,2.257303,0.643810,1.000000,0.264347,0.849672,0.947501,0.328354
sz.000821,2018-04-21,2017-12-31,0.084688,1.654123,0.513412,0.957703,0.104126,0.891682,0.899980,0.129752
sz.000822,2018-03-07,2017-12-31,0.275315,1.620102,1.194689,1.041402,0.136588,0.983767,1.000602,0.138759
sz.000823,2018-04-21,2017-12-31,0.062787,1.605330,0.883111,0.795929,0.055644,0.854177,0.963656,0.067600
sz.000825,2018-04-20,2017-12-31,0.187326,2.980649,0.921792,1.057979,0.064443,0.995614,0.772921,0.083744
sz.000826,2018-04-10,2017-12-31,0.108583,2.441270,0.332689,0.986231,0.135560,0.841521,0.786699,0.204766
sz.000828,2018-03-23,2017-12-31,0.164879,1.778411,0.151829,0.997344,0.612254,0.802137,1.009295,0.756248
sz.000829,2018-04-24,2017-12-31,0.091430,5.065017,3.054315,0.943847,0.006262,1.055648,0.404100,0.014679
sz.000830,2018-04-17,2017-12-31,0.208604,2.826365,0.596594,1.000015,0.123711,0.787613,0.871917,0.180144
sz.000831,2018-04-21,2017-12-31,0.015198,1.084463,0.328810,0.948871,0.044917,0.744055,1.089700,0.055399
sz.000833,2018-03-14,2017-12-31,0.029824,1.271180,0.561013,0.994192,0.042064,0.747886,1.071215,0.052505
sz.000835,2018-04-28,2017-12-31,0.304989,3.480369,0.199673,1.000255,0.438761,0.804108,0.960780,0.567924
sz.000836,2018-04-12,2017-12-31,0.048848,1.525009,0.783035,0.613091,0.066722,0.923909,1.005387,0.071830
sz.000837,2018-03-15,2017-12-31,0.005839,2.931486,0.363138,0.432194,0.012692,0.703885,0.430515,0.041882
sz.000838,2018-02-13,2017-12-31,0.114702,4.077156,0.259140,0.922379,0.117698,1.064695,0.977980,0.113036
sz.000839,2018-04-27,2017-12-31,0.039082,2.383144,0.275825,0.862535,0.068932,0.703914,0.608513,0.160928
sz.000848,2018-03-17,2017-12-31,0.208123,1.486447,0.714923,0.989149,0.197993,0.745937,1.035191,0.256405
sz.000850,2018-03-20,2017-12-31,0.022864,1.721691,0.299075,1.257748,0.035305,0.766866,0.472237,0.097488
sz.000851,2018-03-27,2017-12-31,0.056675,2.516831,1.127209,0.961227,0.020783,0.763336,0.685667,0.039708
sz.000852,2018-03-30,2017-12-31,0.005427,3.896124,0.590948,0.271394,0.008685,0.788441,0.354395,0.031082
sz.000856,2018-03-22,2017-12-31,0.051756,5.806844,1.012328,1.093547,0.008051,0.616721,0.681079,0.019168
sz.000858,2018-04-28,2017-12-31,0.192683,1.325525,0.453606,0.959127,0.334119,0.753151,1.070959,0.414234
sz.000859,2018-04-12,2017-12-31,0.041726,1.467280,0.553913,1.417895,0.036208,1.003559,0.876084,0.041183
sz.000860,2018-03-31,2017-12-31,0.063378,2.620197,0.647445,0.990916,0.037702,0.694408,0.818531,0.066331
sz.000861,2018-04-24,2017-12-31,0.070794,3.405628,0.231458,0.779549,0.115209,0.708007,0.752082,0.216363
sz.000862,2018-03-22,2017-12-31,-0.070357,3.579887,0.097431,0.958949,-0.210352,1.011417,-1.628800,0.127688
sz.000863,2018-04-26,2017-12-31,0.041616,2.113598,0.183716,1.179625,0.090855,0.570032,0.754117,0.211353
sz.000868,2018-03-21,2017-12-31,-0.190855,7.072370,0.638898,0.832132,-0.050759,0.936569,1.252395,-0.043275
sz.000869,2018-04-23,2017-12-31,0.120558,1.406038,0.409938,0.997970,0.209586,0.753533,0.983466,0.282814
sz.000875,2018-03-30,2017-12-31,-0.045385,4.361256,0.156392,1.152355,-0.057743,1.111038,-0.566777,0.091698
sz.000876,2018-04-28,2017-12-31,0.110284,1.930855,1.567371,0.777571,0.046865,0.913173,0.941349,0.054519
sz.000877,2018-03-23,2017-12-31,0.040096,2.795292,0.383328,0.940990,0.039767,0.759982,0.466729,0.112112
sz.000878,2018-04-12,2017-12-31,0.040553,4.448215,2.297401,0.603171,0.006579,0.750752,0.494637,0.017716
sz.000880,2018-03-29,2017-12-31,0.017829,2.561046,0.585317,1.001013,0.011881,1.086774,1.298670,0.008418
sz.000881,2018-04-10,2017-12-31,0.074313,2.163603,0.562591,0.914631,0.066750,0.883092,0.776913,0.097291
sz.000882,2018-04-20,2017-12-31,0.002841,1.761780,0.088969,1.954474,0.009273,0.306018,0.106000,0.285868
sz.000883,2018-04-27,2017-12-31,0.088253,1.789236,0.262960,1.046858,0.179178,0.818521,0.868224,0.252129
sz.000885,2018-04-20,2017-12-31,0.294506,3.520860,0.654961,0.908375,0.140593,0.620859,0.855901,0.264575
sz.000886,2018-04-25,2017-12-31,0.036121,1.202226,0.185815,1.000040,0.161690,0.729019,1.108651,0.200054
sz.000887,2018-04-20,2017-12-31,0.160340,1.935115,0.865034,0.977349,0.098006,0.819632,0.959287,0.124648
sz.000888,2018-02-10,2017-12-31,0.092384,1.253436,0.404496,1.000915,0.182047,0.834241,0.987094,0.221072
sz.000889,2018-04-17,2017-12-31,0.089362,1.214475,0.678370,1.000000,0.108467,0.873186,1.019958,0.121789
sz.000890,2018-03-31,2017-12-31,0.163741,10.569361,0.216931,0.961042,0.074310,0.857312,0.637884,0.135884
sz.000892,2018-04-27,2017-12-31,0.145076,1.269980,0.424171,1.001035,0.269035,0.920818,0.989167,0.295369
sz.000893,2018-04-28,2017-12-31,-0.768571,1.210675,0.408500,0.896952,-1.732588,1.008663,0.996721,-1.723359
sz.000895,2018-03-27,2017-12-31,0.299745,1.542026,2.276202,0.957603,0.089179,0.783189,0.992891,0.114682
sz.000897,2018-03-21,2017-12-31,-0.096313,5.156113,0.152766,0.901253,-0.135671,0.947181,1.272461,-0.112567
sz.000898,2018-03-27,2017-12-31,0.118180,1.868884,0.951188,0.998753,0.066564,1.024088,0.820728,0.079196
sz.000899,2018-03-27,2017-12-31,0.003562,1.611640,0.285652,1.000000,0.007737,0.975394,0.151752,0.052268
sz.000900,2018-04-20,2017-12-31,0.106389,2.768451,0.470641,1.022040,0.079892,0.778536,0.702183,0.146141
sz.000901,2018-04-28,2017-12-31,0.046519,1.639090,0.967039,0.938962,0.031256,0.725151,0.954488,0.045159
sz.000902,2018-04-03,2017-12-31,0.125160,1.530495,1.086001,0.983228,0.076586,0.804230,1.016495,0.093683
sz.000903,2018-04-27,2017-12-31,0.053469,1.964215,0.607533,1.018952,0.043973,0.865418,0.887456,0.057255
sz.000905,2018-03-24,2017-12-31,0.041272,2.938690,1.772441,0.607313,0.013047,0.702665,0.830393,0.022361
sz.000906,2018-04-20,2017-12-31,0.080729,4.203440,5.366107,0.967662,0.003699,0.784887,0.430347,0.010950
sz.000908,2018-04-20,2017-12-31,0.067951,2.096725,0.516587,0.875113,0.071688,0.741315,0.735735,0.131438
sz.000909,2018-04-28,2017-12-31,0.029222,4.111922,0.620199,0.436991,0.026221,0.676033,0.728791,0.053221
sz.000910,2018-03-10,2017-12-31,0.206092,1.918610,1.148539,0.893886,0.104627,0.863874,0.967944,0.125125
sz.000911,2018-03-21,2017-12-31,-0.128783,4.694417,0.413008,0.977077,-0.067981,0.844734,7.311199,-0.011007
sz.000912,2018-04-23,2017-12-31,,,0.548401,0.999361,-0.398593,1.083484,1.209761,-0.304094
sz.000913,2018-04-20,2017-12-31,0.034436,1.563092,0.723089,1.054007,0.028906,0.773609,1.081914,0.034537
sz.000915,2018-03-15,2017-12-31,0.174749,1.888753,0.672307,0.539449,0.255106,0.857060,1.004623,0.296283
sz.000917,2018-04-28,2017-12-31,-0.044261,2.205209,0.377891,1.965813,-0.027018,2.919447,-0.308335,0.030015
sz.000918,2018-03-24,2017-12-31,0.488572,7.583981,0.040795,1.049965,1.504017,0.667423,0.730103,3.086510
sz.000919,2018-03-27,2017-12-31,0.053503,1.505056,0.827446,0.792955,0.054180,0.792500,0.981934,0.069623
sz.000920,2018-03-30,2017-12-31,0.140289,2.209929,0.600594,0.901044,0.117306,0.819226,0.897366,0.159568
sz.000921,2018-03-30,2017-12-31,0.353146,3.582564,1.652536,0.973823,0.061253,0.918887,1.013096,0.065799
sz.000922,2018-03-17,2017-12-31,0.080667,1.859344,0.571786,1.000000,0.075875,0.975433,1.008839,0.077105
sz.000923,2018-04-26,2017-12-31,0.078813,2.151730,0.719944,0.543683,0.093577,0.707200,0.982072,0.134735
sz.000925,2018-04-20,2017-12-31,0.035176,2.929069,0.416138,0.492058,0.058649,0.789146,0.630564,0.117862
sz.000926,2018-04-14,2017-12-31,0.084741,4.738471,0.246637,0.706699,0.102603,0.700155,0.502418,0.291677
sz.000927,2018-03-31,2017-12-31,-1.868406,5.472179,0.302067,1.000411,-1.129870,1.024107,1.034707,-1.066266
sz.000928,2018-03-30,2017-12-31,0.094984,3.094815,0.577390,0.978230,0.054338,0.759959,2.780700,0.025713
sz.000929,2018-04-11,2017-12-31,0.022205,2.043049,0.399047,1.284432,0.021205,0.545071,21.706528,0.001792
sz.000930,2018-03-27,2017-12-31,0.141058,3.385427,1.101918,0.950506,0.039781,0.963619,0.713019,0.057899
sz.000931,2018-04-21,2017-12-31,0.011524,2.745647,0.512274,0.327364,0.025027,0.651972,0.542263,0.070790
sz.000932,2018-02-13,2017-12-31,0.496882,8.794524,1.050981,0.778081,0.069091,0.993914,0.755441,0.092018
sz.000933,2018-04-28,2017-12-31,0.063583,9.128697,0.357621,1.200953,0.016218,0.360168,0.294497,0.152897
sz.000935,2018-04-10,2017-12-31,0.072261,2.042973,0.477237,0.824775,0.089861,0.837253,0.805630,0.133223
sz.000936,2018-03-30,2017-12-31,0.041623,2.118319,0.285827,0.950684,0.072311,0.822653,0.602748,0.145832
sz.000937,2018-04-18,2017-12-31,0.056213,2.358056,0.456502,0.976823,0.053459,0.711612,0.706529,0.106329
sz.000938,2018-04-26,2017-12-31,0.064366,1.627711,0.980706,0.598821,0.067336,0.875949,1.037824,0.074070
sz.000939,2018-06-29,2017-12-31,-0.223006,3.757804,0.135759,1.022572,-0.427483,1.066273,2.070638,-0.193618
sz.000948,2018-03-21,2017-12-31,0.015146,1.859965,0.857797,1.005786,0.009439,0.773617,0.619733,0.019687
sz.000949,2018-03-29,2017-12-31,0.008495,1.708427,0.674646,0.988350,0.007457,0.540074,0.527640,0.026169
sz.000950,2018-04-20,2017-12-31,0.285288,2.664594,2.230296,0.959617,0.050026,0.929960,0.850885,0.063220
sz.000951,2018-03-24,2017-12-31,0.170535,4.497762,1.576065,0.766155,0.031400,0.750188,0.859492,0.048698
sz.000952,2018-03-16,2017-12-31,0.148892,2.317875,0.489386,0.992044,0.132312,0.872484,0.786455,0.192827
sz.000953,2018-02-28,2017-12-31,,,0.275576,1.000000,0.133386,0.957319,0.550199,0.253240
sz.000955,2018-04-26,2017-12-31,0.063073,1.745692,0.502230,1.021754,0.070408,0.704403,0.701276,0.142532
sz.000957,2018-04-24,2017-12-31,0.071216,3.819086,0.765701,1.000249,0.024347,0.836913,0.715338,0.040668
sz.000958,2018-03-31,2017-12-31,0.026025,2.454892,0.395257,0.982468,0.027300,0.601457,0.619561,0.073260
sz.000959,2018-03-30,2017-12-31,0.087032,5.144857,0.461043,0.711415,0.051575,0.929050,0.555533,0.099929
sz.000960,2018-04-26,2017-12-31,0.074998,3.132499,1.166880,0.788743,0.026013,0.873523,0.633017,0.047045
sz.000961,2018-04-27,2017-12-31,0.043655,10.583284,0.209113,1.120874,0.017598,0.583943,0.212619,0.141742
sz.000962,2018-04-17,2017-12-31,-0.293433,1.877882,0.388595,1.000133,-0.402056,0.999771,1.083372,-0.371200
sz.000963,2018-03-30,2017-12-31,0.227097,1.942569,1.828423,0.942427,0.067844,0.812353,0.982010,0.085045
sz.000965,2018-03-22,2017-12-31,0.083798,1.906723,0.197470,1.000000,0.222559,0.726469,0.951362,0.322020
sz.000966,2018-04-13,2017-12-31,-0.036175,2.758949,0.589371,0.998537,-0.022280,0.994202,-1.725288,0.012989
sz.000967,2018-04-23,2017-12-31,0.091977,1.848400,0.691169,0.998895,0.072074,0.860216,0.832187,0.100682
sz.000968,2018-04-26,2017-12-31,0.215936,2.995644,0.280395,1.029574,0.249694,0.796219,0.792341,0.395788
sz.000969,2018-03-31,2017-12-31,0.012981,2.184245,0.468001,1.238626,0.010252,0.460213,0.582320,0.038255
sz.000970,2018-03-30,2017-12-31,0.067028,1.390740,0.665118,0.846184,0.085634,0.780132,1.007196,0.108984
sz.000971,2018-03-24,2017-12-31,0.043467,1.075611,0.224391,0.997584,0.180531,0.834090,1.011737,0.213930
sz.000972,2018-03-23,2017-12-31,0.042807,2.833944,0.213139,0.366046,0.193608,0.926668,0.766016,0.272748
sz.000973,2018-03-24,2017-12-31,0.048546,2.400916,0.480563,0.895198,0.047001,0.942057,0.622193,0.080187
sz.000975,2018-04-27,2017-12-31,0.082447,1.306073,0.287732,0.750669,0.292261,0.829007,1.029904,0.342308
sz.000976,2018-04-25,2017-12-31,0.128953,1.235335,0.367311,1.000162,0.284147,0.864705,0.962635,0.341361
sz.000977,2018-03-28,2017-12-31,0.076195,2.402467,1.890769,1.007340,0.016651,0.838827,0.773650,0.025659
sz.000978,2018-03-31,2017-12-31,0.035485,1.776737,0.209858,1.398336,0.068059,0.804432,0.564496,0.149877
sz.000979,2018-04-28,2017-12-31,-0.293000,4.576053,0.025906,0.989776,-2.497085,0.972207,2.276569,-1.128220
sz.000980,2018-04-18,2017-12-31,0.119899,1.967132,1.115963,0.999653,0.054637,0.828071,0.937897,0.070349
sz.000981,2018-04-04,2017-12-31,0.135565,2.926145,0.367519,0.962526,0.130967,0.936022,0.870624,0.160711
sz.000982,2018-04-28,2017-12-31,0.025394,6.291132,0.235355,1.020617,0.016804,0.528266,0.143400,0.221824
sz.000983,2018-04-24,2017-12-31,0.091370,3.253309,0.512899,0.853857,0.064130,0.684939,0.750225,0.124801
sz.000985,2018-04-20,2017-12-31,0.089841,1.271760,2.245092,1.000000,0.031466,0.850415,1.075811,0.034393
sz.000987,2018-03-15,2017-12-31,0.049937,5.661140,0.074187,0.736738,0.161390,0.784168,,
sz.000988,2018-04-18,2017-12-31,0.077230,1.687382,0.632617,1.010973,0.071563,0.842545,0.911703,0.093163
sz.000989,2018-04-20,2017-12-31,0.166858,1.234444,0.718837,1.000081,0.188023,0.845755,1.025907,0.216699
sz.000990,2018-03-16,2017-12-31,0.051854,1.320258,0.276636,1.028867,0.137992,0.840169,0.882746,0.186059
sz.000993,2018-03-31,2017-12-31,0.012004,2.210256,0.216732,1.023630,0.024481,0.414021,0.450360,0.131296
sz.000995,2018-04-28,2017-12-31,,,0.147679,1.000000,-3.941392,1.017636,1.079948,-3.586365
sz.000996,2018-04-28,2017-12-31,0.052797,1.152658,0.092130,1.001188,0.496584,1.000000,1.032517,0.480945
sz.000997,2018-04-21,2017-12-31,0.179725,2.040883,0.662392,0.963150,0.138033,0.858066,0.999009,0.161024
sz.000998,2018-04-28,2017-12-31,0.133414,1.808139,0.304981,0.864783,0.279762,0.941529,0.951582,0.312255
sz.000999,2018-03-15,2017-12-31,0.141077,1.612006,0.747627,0.981312,0.119288,0.873656,0.988271,0.138160
sz.001696,2018-03-15,2017-12-31,0.074741,1.815248,0.785557,0.809130,0.064778,0.874572,0.807867,0.091683
sz.001872,2018-03-07,2017-12-31,0.104745,1.515236,0.336562,0.706716,0.290633,0.821353,0.984748,0.359327
sz.001896,2018-04-20,2017-12-31,0.010015,3.304647,0.495938,2.046231,0.002986,0.913559,0.063541,0.051447
sz.001965,2018-04-10,2017-12-31,0.083609,1.496020,0.088617,0.838086,0.752512,0.899005,0.957834,0.873899
sz.001979,2018-03-27,2017-12-31,0.195841,4.674363,0.258693,0.814179,0.198919,0.723902,0.944474,0.290942
sz.002001,2018-04-25,2017-12-31,0.154809,1.343954,0.421388,0.994522,0.274863,0.809124,0.979426,0.346841
sz.002002,2018-03-31,2017-12-31,0.209056,2.816412,0.483137,0.991832,0.154902,0.826367,0.803724,0.233227
sz.002003,2018-04-14,2017-12-31,0.158178,1.238219,0.919618,0.891688,0.155786,0.838148,0.997745,0.186290
sz.002004,2018-04-28,2017-12-31,0.053078,2.785939,0.341683,0.855540,0.065174,0.870771,0.634914,0.117885
sz.002005,2018-04-27,2017-12-31,-0.168482,2.382528,0.305966,1.005954,-0.229754,1.022152,1.364591,-0.164720
sz.002006,2018-04-20,2017-12-31,0.101487,1.740833,0.558842,1.053200,0.099050,1.012086,0.953107,0.102682
sz.002007,2018-03-27,2017-12-31,0.184774,1.110882,0.479885,1.021311,0.339373,0.870286,1.008306,0.386744
sz.002008,2018-04-17,2017-12-31,0.271007,1.991603,0.944744,0.973279,0.147988,0.957655,0.961787,0.160672
sz.002009,2018-04-03,2017-12-31,0.043607,2.608119,0.484898,0.906267,0.038048,0.713002,0.747836,0.071356
sz.002010,2018-04-17,2017-12-31,0.041609,1.821503,0.938224,0.869795,0.027992,0.627800,0.962821,0.046310
sz.002011,2018-03-23,2017-12-31,0.020861,2.898841,0.645554,1.126565,0.009895,0.642682,0.373005,0.041277
sz.002012,2018-03-07,2017-12-31,0.025523,1.469812,0.583319,0.733646,0.040577,0.932164,0.804005,0.054142
sz.002013,2018-03-06,2017-12-31,0.072243,2.638398,0.436590,0.988065,0.063474,0.730847,0.783620,0.110831
sz.002014,2018-03-08,2017-12-31,0.117722,1.340079,0.858552,0.972543,0.105209,0.857815,0.967512,0.126766
sz.002015,2018-04-20,2017-12-31,0.025491,1.100383,1.269514,0.864573,0.021106,0.896266,1.031755,0.022824
sz.002016,2018-03-31,2017-12-31,0.428089,3.354622,0.434035,1.002608,0.293248,0.738902,1.018132,0.389802
sz.002017,2018-03-30,2017-12-31,0.040736,1.696040,0.757459,1.007516,0.031473,0.887469,1.177636,0.030114
sz.002018,2018-04-27,2017-12-31,0.133904,2.532384,1.985171,0.920542,0.028935,0.774015,0.962480,0.038840
sz.002019,2018-03-31,2017-12-31,0.261202,1.576215,0.555295,1.031166,0.289406,0.827103,0.965643,0.362353
sz.002020,2018-04-24,2017-12-31,0.083908,1.300398,0.541591,0.990079,0.120333,0.761490,1.011574,0.156215
sz.002021,2018-04-26,2017-12-31,-0.094799,1.781673,0.572248,0.985303,-0.094367,1.064976,1.550855,-0.057136
sz.002022,2018-04-19,2017-12-31,0.113348,1.311391,0.632737,0.983474,0.138898,0.827610,1.050483,0.159764
