code,mean,std
sz.002034,0.112808,
sz.300316,0.11285,
sh.600022,0.112851,
sh.601811,0.112919,
sz.002496,0.112961,
sh.600293,0.112981,
sz.002148,0.113118,
sz.000637,0.113125,
sz.002563,0.113258,
sz.300388,0.113283,
sh.601001,0.1133,
sz.002022,0.113348,
sz.300371,0.113519,
sz.000796,0.11353,
sz.002686,0.11362,
sh.601818,0.113632,
sh.600195,0.113634,
sh.603855,0.113646,
sh.600804,0.113698,
sh.600332,0.113851,
sz.002893,0.113871,
sz.002247,0.113949,
sz.002047,0.113968,
sz.002790,0.114075,
sz.300054,0.114192,
sh.603116,0.114258,
sz.000603,0.114298,
sz.300182,0.114328,
sz.002503,0.114346,
sz.300403,0.114351,
sz.000587,0.114388,
sz.002447,0.114406,
sh.600126,0.114416,
sh.601186,0.11445,
sz.002879,0.114536,
sz.002889,0.114627,
sh.600479,0.114686,
sz.000838,0.114702,
sz.300036,0.114717,
sh.603536,0.114739,
sz.300447,0.114774,
sh.603058,0.114907,
sh.600348,0.11492,
sz.002376,0.115033,
sz.002897,0.115055,
sz.002172,0.115062,
sz.002139,0.115119,
sh.603648,0.115247,
sz.002885,0.115275,
sz.002707,0.115288,
sz.300118,0.115307,
sh.603159,0.115689,
sz.002836,0.115715,
sh.600081,0.115967,
sz.300545,0.116048,
sz.002368,0.116059,
sh.603829,0.116083,
sh.603567,0.116128,
sh.601098,0.116205,
sz.300669,0.116327,
sh.603167,0.116365,
sz.300641,0.116596,
sz.002223,0.11665,
sh.601229,0.116676,
sh.600743,0.116691,
sh.603311,0.116768,
sh.603813,0.116815,
sz.002838,0.116844,
sz.000078,0.116976,
sz.002851,0.117089,
sh.603076,0.117203,
sh.603661,0.117258,
sz.002544,0.117343,
sh.600368,0.117363,
sz.300044,0.117453,
sh.603110,0.117463,
sz.300184,0.117564,
sz.002919,0.117613,
sh.603355,0.117624,
sz.002014,0.117722,
sz.300592,0.117745,
sh.600068,0.117746,
sh.603303,0.117787,
sz.002908,0.117827,
sz.300720,0.117868,
sh.603328,0.117912,
sz.002922,0.117964,
sz.002652,0.117975,
sh.603196,0.118045,
sz.300451,0.118174,
sz.000898,0.11818,
sh.601169,0.118203,
sz.002124,0.118235,
sz.002317,0.118314,
sh.603519,0.118332,
sh.603959,0.118347,
sh.603488,0.118354,
sz.000761,0.118391,
sz.300699,0.118458,
sz.000028,0.118542,
sh.601988,0.118587,
sh.603806,0.118617,
sz.300246,0.118653,
sz.002449,0.118661,
sz.000726,0.118732,
sz.002875,0.118978,
sh.601368,0.119,
sz.000529,0.119071,
sz.002658,0.119089,
sh.600062,0.119156,
sh.603358,0.11925,
sz.300452,0.119256,
sh.600597,0.119258,
sz.300039,0.119281,
sz.300241,0.119285,
sz.300712,0.119351,
sz.300559,0.11938,
sz.000681,0.119451,
sz.000505,0.119647,
sz.002479,0.119696,
sz.002840,0.119713,
sh.603499,0.119881,
sz.000980,0.119899,
sz.002718,0.119974,
sz.002899,0.120062,
sz.002745,0.120118,
sh.603368,0.120142,
sh.603079,0.120143,
sz.002088,0.120152,
sz.002064,0.120174,
sh.600577,0.120197,
sz.300416,0.120364,
sz.300445,0.120413,
sh.601666,0.120468,
sz.000869,0.120558,
sz.300016,0.120569,
sz.000060,0.120662,
sh.601800,0.120731,
sh.603026,0.120833,
sh.603378,0.12085,
sh.600012,0.12087,
sh.603663,0.120889,
sh.601799,0.120949,
sh.603086,0.12103,
sh.600522,0.121033,
sz.300525,0.121052,
sz.300311,0.121313,
sh.603880,0.121313,
sh.600693,0.121457,
sz.300487,0.121471,
sh.603080,0.121503,
sh.603889,0.121545,
sz.002511,0.121619,
sz.300441,0.121624,
sh.603331,0.121732,
sz.300349,0.121823,
sz.300037,0.121846,
sz.002866,0.12189,
sz.002448,0.121985,
sz.002394,0.122023,
sh.603367,0.122036,
sz.002158,0.12204,
sz.300683,0.122053,
sz.300507,0.122218,
sh.600990,0.12229,
sh.603507,0.122302,
sh.600705,0.122355,
sh.603098,0.122367,
sh.603396,0.122399,
sz.300561,0.122469,
sz.300409,0.122469,
sh.600897,0.122517,
sh.603518,0.122518,
sh.600919,0.122543,
sz.300575,0.122584,
sh.600694,0.122617,
sz.300729,0.122685,
sz.002121,0.122814,
sz.002048,0.122863,
sz.300532,0.122929,
sz.000066,0.12304,
sz.300448,0.123138,
sh.603063,0.123163,
sz.300137,0.12331,
sh.603990,0.123344,
sz.002869,0.123393,
sh.600643,0.123404,
sz.002909,0.123419,
sh.600580,0.123495,
sz.002419,0.123654,
sh.600261,0.123663,
sh.603038,0.123738,
sh.600015,0.123776,
sz.002876,0.123824,
sh.600004,0.123834,
sh.603968,0.123884,
sz.002870,0.123892,
sz.002217,0.123915,
sh.603289,0.12393,
sh.603339,0.12395,
sh.601567,0.123957,
sh.600114,0.123987,
sz.002454,0.124,
sz.002536,0.124222,
sz.300373,0.124276,
sh.601128,0.124427,
sh.603928,0.124456,
sz.300410,0.124509,
sz.000732,0.124571,
sz.002042,0.124612,
sh.603712,0.12478,
sh.600753,0.12478,
sh.603602,0.124828,
sz.300488,0.124844,
sh.601801,0.125019,
sh.600596,0.125092,
sz.002802,0.125116,
sz.002044,0.125148,
sh.600373,0.125159,
sz.000902,0.12516,
sz.300429,0.125162,
sz.300341,0.125259,
sh.601966,0.12543,
sh.603985,0.125519,
sh.600085,0.125529,
sh.600729,0.125555,
sz.000811,0.125666,
sh.603023,0.125706,
sh.600094,0.125781,
sz.002462,0.125893,
sh.600419,0.125896,
sz.300249,0.125911,
sz.002083,0.126038,
sh.600686,0.126097,
sz.000546,0.1261,
sz.002244,0.126429,
sh.600115,0.12667,
sz.000058,0.126711,
sz.300543,0.126718,
sh.603266,0.126728,
sz.002913,0.127065,
sh.600093,0.127069,
sh.603556,0.127083,
sz.300621,0.127104,
sh.603858,0.127228,
sh.600718,0.127277,
sz.300474,0.127277,
sz.002509,0.127434,
sz.000671,0.127467,
sz.002614,0.127481,
sh.600029,0.127491,
sz.300485,0.127574,
sz.002617,0.127632,
sh.601595,0.127664,
sz.002705,0.127749,
sz.300605,0.127833,
sz.300204,0.127945,
sz.300470,0.127977,
sz.300608,0.127978,
sh.603717,0.128204,
sz.300401,0.128211,
sh.600846,0.128248,
sh.600371,0.128364,
sh.600528,0.128421,
sz.002279,0.128486,
sz.002849,0.128529,
sh.600323,0.128533,
sz.300639,0.128558,
sh.603722,0.128605,
sh.603106,0.128873,
sz.000976,0.128953,
sh.603089,0.12902,
sh.603505,0.129067,
sz.002915,0.129146,
sh.600671,0.129147,
sh.600873,0.129187,
sh.603708,0.129228,
sh.603006,0.129425,
sz.002587,0.129586,
sz.300188,0.129604,
sz.300558,0.129632,
sz.002706,0.129647,
sz.300168,0.129861,
sz.002090,0.129864,
sz.002385,0.129983,
sh.603980,0.13004,
sh.600162,0.130126,
sh.600803,0.130149,
sh.600210,0.130199,
sh.600325,0.130296,
sz.002858,0.130335,
sz.002701,0.130414,
sh.603669,0.130437,
sz.002335,0.13057,
sz.002038,0.130664,
sz.300382,0.13067,
sh.600326,0.130746,
sh.600771,0.130756,
sz.300632,0.130796,
sh.600225,0.13081,
sh.603926,0.130962,
sz.000631,0.131041,
sz.300546,0.131084,
sh.603229,0.131178,
sz.002757,0.131315,
sh.600075,0.131343,
sh.600684,0.131407,
sz.002763,0.131437,
sh.600196,0.131511,
sh.600598,0.13154,
sh.603963,0.131633,
sz.002711,0.131676,
sh.600475,0.131723,
sz.300689,0.1318,
sh.600673,0.131844,
sh.600297,0.13189,
sz.002608,0.131934,
sz.300719,0.131945,
sz.000650,0.132014,
sh.600593,0.132048,
sh.600280,0.13211,
sh.600116,0.132153,
sh.603809,0.132202,
sz.002832,0.132206,
sz.000008,0.132206,
sz.300617,0.132434,
sz.002742,0.132587,
sh.603917,0.132695,
sz.002195,0.132789,
sz.300178,0.132859,
sz.300433,0.133218,
sz.002334,0.133414,
sz.000998,0.133414,
sh.600844,0.133757,
sz.300670,0.133767,
sz.002018,0.133904,
sz.002732,0.134068,
sz.300706,0.134071,
sh.603359,0.134102,
sh.600518,0.13413,
sh.600019,0.1342,
sz.300088,0.13426,
sh.600787,0.134327,
sz.000540,0.134367,
sh.603882,0.134519,
sz.002837,0.134594,
sh.603728,0.134704,
sz.002672,0.134904,
sh.603278,0.134928,
sh.603679,0.135246,
sh.600970,0.135537,
sz.300512,0.135548,
sz.000981,0.135565,
sh.603183,0.135572,
sz.002408,0.135588,
sz.300115,0.135602,
sz.002056,0.135612,
sz.300711,0.135614,
sz.002801,0.135643,
sz.300197,0.135691,
sz.300585,0.135694,
sz.300727,0.13589,
sh.603500,0.135927,
sz.300422,0.135968,
sz.300476,0.135974,
sh.603896,0.13604,
sz.300323,0.136048,
sz.000620,0.136049,
sz.300548,0.136084,
sz.300156,0.136224,
sz.300285,0.136324,
sz.300145,0.136424,
sh.601919,0.136536,
sz.002727,0.136573,
sz.002748,0.136683,
sh.600502,0.136713,
sh.600000,0.136782,
sh.600415,0.136834,
sz.002354,0.136898,
sz.300439,0.136965,
sz.002900,0.137016,
sz.000525,0.137187,
sz.000517,0.13724,
sz.002589,0.137344,
sh.603825,0.137358,
sh.603929,0.137384,
sz.002739,0.137431,
sz.002025,0.13757,
sz.002346,0.137604,
sz.002074,0.137761,
sz.300284,0.137873,
sh.603501,0.137948,
sh.600521,0.137981,
sh.600016,0.13807,
sz.300656,0.138162,
sh.601388,0.138335,
sz.300271,0.138572,
sh.600682,0.138603,
sz.002092,0.138614,
sz.002668,0.138681,
sh.603157,0.138811,
sz.300309,0.138869,
sz.300636,0.139012,
sh.600668,0.139036,
sz.300132,0.139066,
sz.002543,0.139211,
sz.002871,0.139259,
sh.600395,0.139359,
sz.300705,0.139422,
sz.300221,0.139435,
sh.603377,0.13946,
sh.603158,0.139607,
sh.601398,0.13963,
sh.600188,0.139655,
sh.601858,0.139717,
sz.002145,0.13975,
sz.002475,0.139772,
sh.600279,0.140021,
sh.600426,0.14006,
sz.300599,0.140093,
sz.002440,0.14025,
sz.000920,0.140289,
sh.603188,0.140295,
sh.601288,0.140612,
sh.603329,0.140792,
sh.600400,0.140851,
sh.603416,0.140976,
sz.000930,0.141058,
sz.000999,0.141077,
sh.601006,0.141093,
sh.601699,0.141107,
sz.002664,0.141159,
sz.002615,0.141183,
sh.603690,0.141215,
sz.300691,0.141302,
sh.600083,0.141304,
sh.603393,0.141397,
sz.300682,0.141408,
sz.300395,0.141408,
sz.300649,0.14144,
sh.603839,0.141695,
sz.000703,0.14172,
sh.603701,0.14173,
sh.600572,0.141748,
sh.603298,0.141806,
sh.600711,0.141967,
sz.300394,0.142062,
sh.600683,0.142078,
sh.603668,0.142343,
sz.002823,0.142523,
sz.002827,0.142556,
sz.002091,0.142691,
sz.300602,0.142766,
sz.000070,0.142768,
sz.002039,0.142873,
sz.300170,0.14312,
sz.300580,0.143187,
sz.002202,0.1432,
sh.603900,0.14349,
sh.601952,0.143687,
sz.300396,0.14377,
sh.603533,0.144007,
sh.603656,0.144149,
sh.601939,0.144365,
sh.600835,0.144447,
sh.601900,0.144534,
sh.603826,0.144537,
sh.603527,0.144558,
sh.603383,0.144585,
sh.601233,0.144587,
sh.600381,0.144594,
sz.002891,0.144801,
sz.002100,0.145024,
sz.000892,0.145076,
sh.600180,0.145107,
sh.603726,0.14522,
sz.300393,0.145223,
sh.600856,0.14527,
sz.000723,0.145507,
sz.300347,0.145757,
sz.002581,0.145817,
sh.603919,0.14584,
sz.300589,0.145879,
sz.000065,0.14597,
sh.601216,0.146041,
sh.603721,0.146072,
sh.600732,0.146075,
sh.600850,0.146096,
sz.002847,0.146124,
sz.002917,0.146273,
sz.002709,0.146325,
sh.603960,0.146423,
sh.603018,0.14667,
sz.002873,0.146712,
sz.000718,0.146725,
sh.601088,0.146738,
sz.300610,0.14684,
sz.300657,0.146936,
sh.600629,0.147078,
sh.603609,0.147276,
sz.002450,0.147314,
sh.603060,0.147385,
sz.002382,0.14742,
sh.603027,0.147496,
sh.600153,0.147566,
sh.600076,0.147679,
sh.603798,0.147694,
sz.002898,0.147764,
sz.300342,0.148009,
sz.002852,0.148094,
sz.300650,0.148226,
sz.300572,0.148366,
sh.603386,0.148506,
sh.600229,0.148572,
sz.002493,0.148626,
sz.002203,0.14865,
sz.002896,0.148711,
sz.000553,0.148763,
sz.000952,0.148892,
sh.603677,0.14891,
sh.603421,0.148956,
sz.002293,0.148981,
sh.601166,0.149148,
sz.002221,0.149192,
sz.002402,0.149192,
sz.002534,0.149275,
sz.300722,0.149296,
sz.300286,0.149324,
sz.300070,0.149396,
sz.300622,0.149449,
sh.601009,0.14959,
sz.300696,0.149597,
sh.601158,0.149834,
sz.300666,0.149842,
sh.601689,0.149997,
sz.300626,0.149997,
sh.603345,0.15006,
sz.300003,0.150298,
sz.000046,0.150612,
sz.002737,0.150614,
sz.000488,0.150781,
sz.000031,0.15098,
sh.600750,0.151081,
sz.002464,0.151298,
sh.603129,0.151316,
sz.002057,0.151389,
sz.002270,0.151396,
sz.000541,0.151554,
sz.002887,0.151613,
sh.603766,0.151801,
sh.600674,0.151836,
sh.600352,0.151927,
sh.600606,0.15215,
sz.000030,0.152231,
sh.603181,0.152291,
sz.000006,0.152396,
sz.002680,0.152598,
sh.600872,0.152612,
sz.300619,0.152715,
sz.300203,0.152715,
sh.603226,0.15272,
sz.002117,0.152828,
sz.300671,0.152988,
sz.300481,0.153025,
sz.300600,0.153535,
sz.002912,0.153584,
sz.002905,0.153858,
sh.603178,0.153898,
sz.000498,0.154,
sh.603676,0.154216,
sh.603578,0.154366,
sh.601678,0.154451,
sz.000410,0.154597,
sz.002001,0.154809,
sh.603388,0.154848,
sz.300637,0.154852,
sh.600993,0.154897,
sh.600113,0.154989,
sh.603883,0.155107,
sh.600525,0.15511,
sz.002396,0.155253,
sh.600009,0.155323,
sh.603600,0.155412,
sz.300144,0.155464,
sh.603686,0.155897,
sh.600829,0.155958,
sz.002881,0.15606,
sz.300604,0.156249,
sz.002410,0.156276,
sz.300219,0.156405,
sz.300735,0.156418,
sh.600853,0.15646,
sz.000789,0.156526,
sz.000625,0.156566,
sh.603908,0.156589,
sh.600486,0.156629,
sz.300146,0.156685,
sz.300703,0.156854,
sz.300428,0.156914,
sh.600377,0.156915,
sh.603585,0.156981,
sz.300606,0.157225,
sz.000063,0.157393,
sh.603811,0.157407,
sz.300244,0.157485,
sz.300519,0.157708,
sz.300463,0.157725,
sh.600781,0.157787,
sz.300294,0.157812,
sz.002003,0.158178,
sh.603136,0.158356,
sz.300122,0.158378,
sz.002491,0.158409,
sh.603808,0.158729,
sz.300274,0.158874,
sh.600036,0.158969,
sz.000661,0.159014,
sh.603617,0.159125,
sz.002085,0.159208,
sh.600746,0.159241,
sh.600048,0.159259,
sz.002853,0.159473,
sz.002793,0.159518,
sh.601021,0.159821,
sh.603326,0.159897,
sz.300730,0.159995,
sh.600271,0.160087,
sh.603970,0.160119,
sh.600240,0.160125,
sz.000887,0.16034,
sz.300258,0.160395,
sz.002558,0.160441,
sz.300014,0.160504,
sz.300718,0.160542,
sh.600217,0.160717,
sz.300320,0.160742,
sh.600438,0.160852,
sz.300737,0.161191,
sh.603232,0.161256,
sz.300652,0.161279,
sh.603186,0.161322,
sz.002892,0.161404,
sh.603989,0.16142,
sh.603306,0.161437,
sz.000059,0.161678,
sz.300549,0.161688,
sz.002818,0.16172,
sz.300662,0.16195,
sz.300660,0.161985,
sz.002717,0.162202,
sh.603496,0.162243,
sz.002116,0.162249,
sz.300609,0.162414,
sh.601231,0.162548,
sh.601668,0.162577,
sz.002245,0.162664,
sh.603885,0.162869,
sz.002036,0.163163,
sz.002424,0.163361,
sz.002427,0.163402,
sz.300579,0.163486,
sz.300578,0.163574,
sz.000890,0.163741,
sh.600638,0.164128,
sz.000639,0.16425,
sh.603557,0.164397,
sz.300667,0.164603,
sz.000828,0.164879,
sh.600892,0.164918,
sz.000659,0.164927,
sh.600104,0.164936,
sh.600741,0.165127,
sh.603818,0.165249,
sz.300584,0.165283,
sh.603607,0.16532,
sz.002640,0.165554,
sh.603198,0.165593,
sh.600233,0.165594,
sh.600535,0.165665,
sz.002573,0.165814,
sz.002602,0.16593,
sz.002241,0.166219,
sz.002287,0.166604,
sh.600305,0.166625,
sz.300127,0.1667,
sz.300715,0.166726,
sh.601838,0.166803,
sz.000989,0.166858,
sz.300690,0.167019,
sz.000666,0.167193,
sz.300623,0.167618,
sh.603711,0.1678,
sh.603737,0.16792,
sz.300418,0.168384,
sz.300365,0.168558,
sz.002439,0.168596,
sh.603363,0.168726,
sh.601127,0.169052,
sh.600900,0.169091,
sz.000615,0.169221,
sh.600389,0.169361,
sz.300648,0.169462,
sz.300438,0.169662,
sh.600388,0.169858,
sh.600211,0.169867,
sz.300508,0.16994,
sh.600660,0.170044,
sh.600703,0.170096,
sz.002327,0.170103,
sh.601877,0.17022,
sz.002803,0.170428,
sz.000951,0.170535,
sz.300688,0.170752,
sh.603319,0.170773,
sz.300625,0.170779,
sz.002911,0.170984,
sz.300073,0.171091,
sh.600987,0.171521,
sz.300659,0.171556,
sz.300638,0.171633,
sh.603877,0.171711,
sz.300426,0.17174,
sz.300232,0.171991,
sz.300673,0.172157,
sh.600570,0.172167,
sh.603338,0.172213,
sz.002690,0.172442,
sh.600197,0.172763,
sz.002128,0.17285,
sh.600933,0.173165,
sz.002215,0.173337,
sh.600270,0.173355,
sz.300653,0.173389,
sz.002262,0.173543,
sz.000755,0.173688,
sh.600901,0.17369,
sz.300400,0.173821,
sz.002142,0.173863,
sh.603161,0.174196,
sh.603788,0.174215,
sz.300547,0.174324,
sz.300613,0.174335,
sz.000520,0.17435,
sh.601636,0.174418,
sz.000429,0.174436,
sz.000915,0.174749,
sh.603360,0.174919,
sz.002903,0.174963,
sh.600383,0.175016,
sh.600173,0.175081,
sh.600053,0.175131,
sh.603881,0.175306,
sz.002518,0.17543,
sz.300679,0.175547,
sh.600079,0.175575,
sh.600971,0.175597,
sz.002882,0.175682,
sh.603365,0.175907,
sz.002147,0.176336,
sz.300713,0.176867,
sh.600767,0.177139,
sh.600018,0.177196,
sh.600550,0.177359,
sh.600056,0.177414,
sz.300733,0.177469,
sz.002868,0.177711,
sh.603886,0.177939,
sz.300620,0.177952,
sh.601515,0.178019,
sz.300376,0.178193,
sz.002648,0.178249,
sh.603466,0.178272,
sz.300640,0.178297,
sz.002775,0.178599,
sz.002067,0.178811,
sz.002081,0.178828,
sh.600236,0.17894,
sz.002821,0.179062,
sh.603277,0.179263,
sz.002352,0.179374,
sz.000997,0.179725,
sh.603997,0.180125,
sh.603685,0.180318,
sz.300658,0.180451,
sz.000069,0.180508,
sz.300327,0.180935,
sz.002880,0.181037,
sh.603369,0.18141,
sz.300725,0.181429,
sh.603239,0.181849,
sh.603890,0.181979,
sz.002595,0.182031,
sh.601020,0.182098,
sz.002258,0.182223,
sh.600621,0.18229,
sz.300231,0.182488,
sz.300677,0.182506,
sh.600345,0.18269,
sz.002275,0.182854,
sz.300009,0.182915,
sh.603603,0.182926,
sh.603912,0.183009,
sz.300661,0.183348,
sz.300335,0.183392,
sz.002179,0.183479,
sh.600176,0.183631,
sz.300726,0.183634,
sh.603197,0.183653,
sz.002883,0.183764,
sz.002860,0.183993,
sz.002713,0.184135,
sz.002068,0.18446,
sz.002007,0.184774,
sz.000581,0.185235,
sz.300681,0.185343,
sh.600273,0.185574,
sz.300709,0.185645,
sz.300015,0.185693,
sz.300684,0.185701,
sz.002108,0.185775,
sz.300708,0.186045,
sz.000538,0.186296,
sz.300596,0.186338,
sh.603707,0.186655,
sh.600760,0.186679,
sh.600885,0.186695,
sh.603127,0.187078,
sz.300406,0.187215,
sz.002050,0.187294,
sz.000825,0.187326,
sh.603007,0.187505,
sz.000559,0.187561,
sz.000501,0.187633,
sz.300113,0.187644,
sh.603938,0.18803,
sz.002777,0.188129,
sh.603626,0.188137,
sh.600966,0.188449,
sz.002222,0.188789,
sz.002916,0.188822,
sh.600809,0.188891,
sz.002878,0.188927,
sz.002094,0.188959,
sh.600808,0.189141,
sz.300731,0.189169,
sz.002907,0.18959,
sh.600801,0.189785,
sh.601888,0.190051,
sh.603081,0.190333,
sz.000596,0.190596,
sh.601238,0.190616,
sz.300208,0.190913,
sh.600585,0.191003,
sh.603208,0.191135,
sz.300630,0.191356,
sz.002815,0.19167,
sz.000813,0.192121,
sz.002051,0.192381,
sh.600167,0.192387,
sh.600260,0.19241,
sz.000858,0.192683,
sh.603356,0.19288,
sz.000018,0.193459,
sz.300298,0.193613,
sh.600563,0.193766,
sh.603037,0.193852,
sz.002174,0.193975,
sh.600183,0.194248,
sz.000408,0.194411,
sh.603203,0.194773,
sz.300484,0.194904,
sh.600511,0.195074,
sz.000568,0.195248,
sh.603056,0.195319,
sz.300695,0.195829,
sz.001979,0.195841,
sh.603039,0.195978,
sz.300687,0.196072,
sz.002242,0.196313,
sz.300446,0.196531,
sz.300685,0.196563,
sz.300408,0.196782,
sh.603866,0.196926,
sh.600615,0.19712,
sh.603569,0.197399,
sz.300701,0.197581,
sh.600867,0.197602,
sh.601997,0.197632,
sh.601019,0.197906,
sh.603801,0.198004,
sz.002624,0.198269,
sz.002601,0.198395,
sh.603605,0.198866,
sz.300736,0.198922,
sz.002562,0.19905,
sz.002311,0.199142,
sh.603055,0.199144,
sz.300590,0.199545,
sz.002773,0.199803,
sz.300514,0.200122,
sh.603283,0.200375,
sz.002918,0.200498,
sz.002831,0.201032,
sh.603515,0.201332,
sh.600291,0.202261,
sh.600708,0.202662,
sh.600179,0.202876,
sz.002927,0.203027,
sz.000338,0.203301,
sz.002626,0.203938,
sz.002845,0.204292,
sz.300707,0.20435,
sz.002923,0.204396,
sh.600121,0.20444,
sz.002343,0.205165,
sz.000786,0.205692,
sz.000910,0.206092,
sh.603337,0.206454,
sz.002859,0.206788,
sh.603638,0.207571,
sh.603138,0.207607,
sz.002043,0.207842,
sh.600231,0.207905,
sh.601318,0.207955,
sh.603619,0.208032,
sz.000848,0.208123,
sh.603933,0.208281,
sh.603380,0.208427,
sz.300237,0.208546,
sz.000830,0.208604,
sz.300124,0.209039,
sz.002002,0.209056,
sz.300497,0.20976,
sz.300207,0.20984,
sz.000688,0.210374,
sz.002884,0.210945,
sz.002749,0.211512,
sh.600436,0.211554,
sh.600201,0.2117,
sz.002271,0.211962,
sz.300732,0.212103,
sh.603096,0.212217,
sz.002310,0.21248,
sh.600612,0.212993,
sz.300567,0.213487,
sz.300633,0.213569,
sz.300498,0.214058,
sz.300642,0.214122,
sh.603660,0.214595,
sh.600567,0.214947,
sh.603228,0.21497,
sh.600066,0.215188,
sz.000968,0.215936,
sh.603898,0.216325,
sz.002285,0.216887,
sz.002572,0.216937,
sz.002166,0.217153,
sh.600393,0.217464,
sz.300723,0.217593,
sh.600779,0.220006,
sz.300616,0.220072,
sh.600051,0.220728,
sz.002768,0.220856,
sz.300529,0.220892,
sh.603816,0.221175,
sz.002078,0.221372,
sz.002753,0.221418,
sh.600409,0.222636,
sh.603357,0.222705,
sz.000629,0.223341,
sh.600452,0.223534,
sh.600663,0.223751,
sz.300612,0.224355,
sh.603113,0.224372,
sz.000423,0.224611,
sz.002146,0.225137,
sz.300482,0.225145,
sh.603103,0.226027,
sh.600828,0.226934,
sz.000963,0.227097,
sz.000002,0.227952,
sz.000790,0.228173,
sz.002071,0.228425,
sh.600406,0.229579,
sz.002075,0.230098,
sz.000418,0.231206,
sh.600633,0.231328,
sh.603025,0.231363,
sz.300603,0.231388,
sh.600688,0.231729,
sh.600276,0.231782,
sh.603233,0.233386,
sz.000011,0.233664,
sz.002127,0.234567,
sz.300457,0.234698,
sz.000049,0.234739,
sz.300588,0.235997,
sh.600690,0.236455,
sz.002507,0.237035,
sz.300033,0.237051,
sz.002867,0.237131,
sh.600250,0.237277,
sz.300601,0.237766,
sh.603579,0.237805,
sh.603895,0.237842,
sh.603458,0.237889,
sz.002600,0.238342,
sz.002304,0.238525,
sh.600298,0.238773,
sh.603589,0.238835,
sz.300627,0.238945,
sh.600763,0.239279,
sh.603568,0.240012,
sz.300296,0.240181,
sh.603899,0.240902,
sz.000034,0.241046,
sz.300739,0.241068,
sz.300668,0.24206,
sh.603848,0.242301,
sh.603040,0.243839,
sz.002468,0.244017,
sh.600816,0.245286,
sz.002920,0.246484,
sz.300554,0.24711,
sz.002677,0.248178,
sh.603517,0.248561,
sh.600887,0.249076,
sh.603639,0.250126,
sz.300607,0.250518,
sh.603730,0.253192,
sz.002236,0.254362,
sz.002294,0.254421,
sz.300357,0.255491,
sz.000333,0.256312,
sh.603043,0.257018,
sz.002714,0.25715,
sh.603179,0.258566,
sz.002035,0.259816,
sh.600487,0.260418,
sz.300577,0.260935,
sz.002019,0.261202,
sh.603387,0.261517,
sh.603659,0.261775,
sh.603986,0.261887,
sz.300506,0.261928,
sz.300355,0.262896,
sh.600346,0.264208,
sh.601225,0.265916,
sh.603305,0.266814,
sz.300624,0.267393,
sh.600815,0.26762,
sz.002032,0.268558,
sz.300738,0.2687,
sh.603658,0.269647,
sh.603429,0.269746,
sz.300121,0.269864,
sz.300595,0.270243,
sz.002008,0.271007,
sz.002636,0.271831,
sh.600132,0.275285,
sz.000822,0.275315,
sz.002372,0.276278,
sz.002136,0.279759,
sz.002555,0.280853,
sh.600340,0.281184,
sh.600213,0.28169,
sz.000710,0.282011,
sh.600569,0.283597,
sh.600782,0.283757,
sh.600681,0.283976,
sh.603160,0.285173,
sz.000567,0.285267,
sz.000950,0.285288,
sz.002833,0.285431,
sh.603833,0.28549,
sh.603506,0.287864,
sh.603444,0.288383,
sz.300415,0.288425,
sz.300450,0.288476,
sh.603612,0.28953,
sz.300700,0.289742,
sh.603757,0.290757,
sh.603180,0.292029,
sh.601012,0.293523,
sz.000885,0.294506,
sz.002143,0.296021,
sz.000509,0.297502,
sz.000895,0.299745,
sz.000803,0.300763,
sz.300029,0.302043,
sh.600477,0.303292,
sh.600961,0.303435,
sh.600566,0.303621,
sz.000835,0.304989,
sz.000779,0.306627,
sh.603225,0.309579,
sz.002508,0.311249,
sz.300504,0.313673,
sh.600398,0.313729,
sz.002466,0.314039,
sz.002061,0.314995,
sz.000048,0.318101,
sz.300628,0.321207,
sh.603288,0.324475,
sz.002180,0.325178,
sh.600545,0.326044,
sz.002901,0.328183,
sh.600133,0.328474,
sh.600519,0.329542,
sz.300571,0.330158,
sh.600641,0.331987,
sh.601519,0.332254,
sh.603680,0.332555,
sh.600380,0.334122,
sz.300072,0.336869,
sh.601155,0.339874,
sh.603516,0.341166,
sz.002415,0.344425,
sz.000036,0.344967,
sz.002597,0.345801,
sh.603156,0.347074,
sz.000736,0.347379,
sh.600282,0.34904,
sz.000921,0.353146,
sh.603595,0.353407,
sz.002120,0.355369,
sz.002323,0.357033,
sz.000537,0.36329,
sh.603799,0.365432,
sz.002841,0.368298,
sz.000785,0.3749,
sz.000651,0.375051,
sh.603260,0.376462,
sh.603868,0.37793,
sz.300136,0.379722,
sh.601360,0.380201,
sz.000820,0.384168,
sz.002517,0.391955,
sh.600444,0.392414,
sh.600618,0.408466,
sz.000055,0.408482,
sz.000526,0.411072,
sh.600581,0.421781,
sz.000672,0.426732,
sz.002016,0.428089,
sz.002110,0.435822,
sh.603871,0.43823,
sz.002366,0.446841,
sh.601003,0.447212,
sz.002460,0.450258,
sh.600161,0.450839,
sh.600516,0.465991,
sh.603776,0.47356,
sz.000918,0.488572,
sz.000932,0.496882,
sz.000513,0.512617,
sh.600309,0.528955,
sh.603165,0.546058,
sh.603709,0.550683,
sz.300176,0.562907,
sh.600609,0.581264,
sh.600230,0.603526,
sz.300618,0.604238,
sz.002027,0.653983,
sh.600228,0.674927,
sh.600507,0.67531,
