code,mean,std
sz.002076,0.053904,
sh.600909,0.053906,
sz.300143,0.053942,
sz.300055,0.054184,
sh.600960,0.054212,
sz.002731,0.054265,
sz.002380,0.054341,
sz.300119,0.054415,
sz.002362,0.054486,
sh.600664,0.054613,
sh.603979,0.054667,
sz.002026,0.054724,
sh.600785,0.054754,
sz.300012,0.054757,
sz.300459,0.054787,
sz.002533,0.054807,
sz.000636,0.054825,
sz.300040,0.054858,
sz.002666,0.054872,
sz.002196,0.055051,
sz.002492,0.055067,
sz.000153,0.055071,
sh.600008,0.055093,
sz.300154,0.055133,
sz.002498,0.055157,
sh.600891,0.055159,
sz.002699,0.05519,
sh.603828,0.0552,
sh.603005,0.055208,
sh.603016,0.055222,
sz.000550,0.055316,
sz.002729,0.055377,
sh.603001,0.055405,
sz.002752,0.05541,
sz.002683,0.055456,
sz.300081,0.055523,
sz.002769,0.055734,
sz.002093,0.055764,
sh.603009,0.055771,
sh.601117,0.0558,
sz.000516,0.055829,
sz.300431,0.055867,
sz.300158,0.055905,
sh.603577,0.055919,
sz.002644,0.055925,
sh.600143,0.055981,
sh.600895,0.0561,
sz.002248,0.056166,
sz.000937,0.056213,
sz.002405,0.056248,
sz.002131,0.056283,
sh.603456,0.056389,
sz.002060,0.056415,
sz.000851,0.056675,
sh.600936,0.056784,
sz.002631,0.056874,
sz.300236,0.056879,
sz.300486,0.05691,
sh.603558,0.056997,
sz.002654,0.057044,
sz.002144,0.057062,
sz.000050,0.05718,
sz.002808,0.057229,
sz.300289,0.057267,
sz.002441,0.057313,
sz.002102,0.057321,
sz.300556,0.057335,
sz.300467,0.057506,
sh.601500,0.057511,
sz.300517,0.05758,
sz.000561,0.057593,
sh.600256,0.057593,
sz.002499,0.057597,
sh.600386,0.057694,
sz.000026,0.057949,
sz.000584,0.057963,
sz.002772,0.057979,
sz.300412,0.058024,
sh.603696,0.058143,
sz.300569,0.058169,
sh.600894,0.058175,
sz.002028,0.058213,
sh.601929,0.058221,
sz.002024,0.058237,
sh.603012,0.058265,
sh.603779,0.058441,
sz.002268,0.058447,
sz.000665,0.058508,
sh.600221,0.058514,
sz.300252,0.05852,
sh.603859,0.058573,
sz.300423,0.058628,
sz.002792,0.058766,
sz.002230,0.058823,
sz.002218,0.058932,
sz.000417,0.058935,
sh.600756,0.058945,
sz.300397,0.058957,
sz.300518,0.058961,
sh.600500,0.058969,
sz.300140,0.058989,
sz.000778,0.059044,
sh.600679,0.059065,
sz.300353,0.059103,
sz.300052,0.059118,
sz.002549,0.059132,
sz.300008,0.059146,
sz.300541,0.059356,
sz.002463,0.059393,
sz.000783,0.059399,
sz.002029,0.059452,
sh.600508,0.059463,
sz.000669,0.059481,
sh.601992,0.059492,
sh.600959,0.059524,
sh.600903,0.05953,
sz.002523,0.05961,
sh.600822,0.059624,
sz.300528,0.059641,
sz.002559,0.059658,
sh.600702,0.059706,
sz.300331,0.059724,
sz.002622,0.059735,
sh.600037,0.05977,
sz.300366,0.059881,
sz.002512,0.059904,
sh.600025,0.059909,
sh.600789,0.059916,
sh.600881,0.059931,
sz.300307,0.059942,
sh.600055,0.060011,
sz.002786,0.060018,
sz.300099,0.060092,
sz.300053,0.060098,
sh.600220,0.060116,
sz.000530,0.060249,
sz.002530,0.060384,
sz.000158,0.060455,
sz.300420,0.060475,
sz.000544,0.060524,
sz.000089,0.060538,
sh.600833,0.060551,
sz.000430,0.060607,
sz.000766,0.060651,
sz.002041,0.060693,
sh.600515,0.060699,
sz.002630,0.060764,
sz.300436,0.060784,
sz.002776,0.060797,
sz.002433,0.060799,
sz.002350,0.060836,
sh.601908,0.060879,
sz.002675,0.06089,
sh.601015,0.060924,
sz.000421,0.060984,
sh.601163,0.061012,
sz.002277,0.061022,
sh.601126,0.061047,
sz.002556,0.061078,
sz.002537,0.061091,
sz.000731,0.061145,
sh.600831,0.061191,
sh.601016,0.061218,
sh.600551,0.061223,
sh.601579,0.061369,
sh.600503,0.061381,
sz.000534,0.061469,
sh.603555,0.061507,
sz.300314,0.061608,
sh.603838,0.061646,
sh.601002,0.061647,
sz.300243,0.061765,
sz.300398,0.062029,
sh.600358,0.062084,
sz.002747,0.062242,
sz.002431,0.062291,
sz.002359,0.062344,
sz.002246,0.062357,
sh.603998,0.062391,
sz.002484,0.062394,
sz.002331,0.062429,
sz.300542,0.062491,
sz.300374,0.062512,
sz.002130,0.062569,
sz.000156,0.062614,
sh.600751,0.062685,
sz.300672,0.062697,
sz.002212,0.062718,
sh.603330,0.062729,
sz.000823,0.062787,
sh.601058,0.062839,
sz.300042,0.062899,
sh.600459,0.062953,
sh.601788,0.062993,
sz.000955,0.063073,
sh.601228,0.06315,
sh.600997,0.063269,
sh.603032,0.063356,
sz.002678,0.063357,
sz.000860,0.063378,
sz.300078,0.063535,
sz.000933,0.063583,
sz.300068,0.063656,
sz.300369,0.063684,
sz.300421,0.063715,
sz.300490,0.063748,
sz.000555,0.063771,
sh.600026,0.063844,
sz.002109,0.063921,
sz.300041,0.063946,
sz.002662,0.06403,
sh.600490,0.064084,
sz.002592,0.064181,
sz.002103,0.064188,
sz.300385,0.06421,
sh.600510,0.064282,
sz.002730,0.064321,
sz.000938,0.064366,
sz.300425,0.064375,
sh.600125,0.06438,
sh.603878,0.064388,
sz.000096,0.064445,
sz.300214,0.064508,
sz.300533,0.064567,
sh.600655,0.064668,
sz.000419,0.064692,
sh.600038,0.064695,
sz.002422,0.064716,
sz.002435,0.064743,
sh.603031,0.064761,
sz.002825,0.064791,
sh.603166,0.064806,
sz.000301,0.064823,
sz.300215,0.064861,
sz.300047,0.064891,
sh.601881,0.064991,
sh.600582,0.065012,
sz.002620,0.065013,
sz.000797,0.065211,
sh.601107,0.065282,
sz.002150,0.065282,
sz.300193,0.065404,
sz.002538,0.065406,
sh.603088,0.065411,
sz.300046,0.06549,
sz.002084,0.065543,
sz.002308,0.065564,
sz.300461,0.065578,
sz.300213,0.065588,
sz.000413,0.065627,
sz.002656,0.065752,
sh.601996,0.065839,
sz.002361,0.065844,
sz.002133,0.065865,
sz.300165,0.065983,
sz.300351,0.066023,
sh.600635,0.066036,
sh.600109,0.066133,
sz.002588,0.066135,
sz.300496,0.066262,
sz.000532,0.066264,
sz.002351,0.066287,
sh.600796,0.066299,
sh.600460,0.066304,
sz.002651,0.066345,
sz.300067,0.066433,
sz.300180,0.066505,
sh.603628,0.06656,
sz.002187,0.066595,
sz.000088,0.066597,
sh.600939,0.066615,
sz.300513,0.066626,
sz.002798,0.066632,
sz.300317,0.066678,
sz.000638,0.066719,
sz.300550,0.066827,
sh.600590,0.066841,
sh.603683,0.06685,
sh.600824,0.066888,
sh.601339,0.066987,
sz.000970,0.067028,
sh.601116,0.06714,
sz.002383,0.067163,
sh.600695,0.067215,
sh.600382,0.067218,
sh.600182,0.0673,
sz.300306,0.067342,
sz.300492,0.06736,
sz.300159,0.067442,
sz.002767,0.067444,
sh.600588,0.067448,
sh.600248,0.067449,
sz.000802,0.067458,
sh.600696,0.067481,
sz.000029,0.067611,
sz.300680,0.067625,
sz.300499,0.067698,
sh.603936,0.067796,
sh.600172,0.067808,
sz.300240,0.067842,
sz.300407,0.067886,
sz.300480,0.06791,
sh.600517,0.067914,
sz.002381,0.067947,
sz.000908,0.067951,
sz.000715,0.06798,
sz.000403,0.068024,
sh.600706,0.068059,
sz.002155,0.068068,
sh.600269,0.068172,
sz.002606,0.068206,
sz.300302,0.06825,
sz.002256,0.068313,
sz.002805,0.068383,
sh.600754,0.068392,
sh.600642,0.068442,
sz.000038,0.068444,
sh.603222,0.068473,
sz.300018,0.068473,
sz.000004,0.068476,
sh.601886,0.068726,
sz.300339,0.06874,
sz.000807,0.068774,
sz.000591,0.068788,
sh.600619,0.068828,
sh.600284,0.068843,
sz.300100,0.068941,
sh.600295,0.068969,
sz.300045,0.069027,
sh.600734,0.069041,
sz.002099,0.069067,
sz.002698,0.069072,
sz.002252,0.069161,
sh.603767,0.069167,
sz.300262,0.069357,
sz.002436,0.069493,
sz.300553,0.069513,
sh.600603,0.069582,
sz.002782,0.069606,
sz.300129,0.069751,
sh.600967,0.069756,
sh.601198,0.069757,
sz.300270,0.069794,
sh.603083,0.069796,
sz.300383,0.069811,
sh.600727,0.069843,
sh.603015,0.069852,
sz.002079,0.06987,
sh.600168,0.06988,
sh.603918,0.069922,
sz.300194,0.070031,
sz.002082,0.070045,
sz.300021,0.070077,
sh.601377,0.070173,
sz.002696,0.070223,
sz.002053,0.070248,
sh.600060,0.070261,
sh.600403,0.070388,
sz.002542,0.070423,
sz.300019,0.070487,
sh.603389,0.07052,
sh.600312,0.070541,
sz.002164,0.070765,
sh.601010,0.070766,
sh.600242,0.07077,
sz.000861,0.070794,
sz.300308,0.07081,
sh.603977,0.070841,
sz.002810,0.070906,
sh.600146,0.070908,
sz.300051,0.070977,
sh.600028,0.071024,
sz.002416,0.071118,
sz.002634,0.071152,
sz.000957,0.071216,
sh.600547,0.071438,
sz.002817,0.071578,
sh.603901,0.071581,
sz.300287,0.07165,
sz.300537,0.071699,
sz.002688,0.071735,
sz.002388,0.071755,
sh.603269,0.071778,
sz.002586,0.07194,
sz.002425,0.071949,
sz.000025,0.071949,
sz.002590,0.071959,
sh.603633,0.071965,
sz.300663,0.072103,
sh.600728,0.072148,
sh.601007,0.072215,
sz.002013,0.072243,
sz.000935,0.072261,
sz.002910,0.07241,
sz.002267,0.072465,
sz.002176,0.072486,
sh.600122,0.072493,
sh.600023,0.072815,
sz.300226,0.07282,
sz.002239,0.07284,
sh.600131,0.072859,
sz.002612,0.072967,
sz.300555,0.072981,
sz.002445,0.073008,
sh.600266,0.073028,
sz.002679,0.073046,
sz.300149,0.07311,
sh.600630,0.073242,
sh.600315,0.073266,
sh.600640,0.07329,
sz.000511,0.073325,
sz.002697,0.073325,
sz.300597,0.073345,
sh.601619,0.073366,
sz.000605,0.073381,
sz.300026,0.073403,
sh.603133,0.073405,
sh.603969,0.073421,
sz.300109,0.073445,
sz.300573,0.073623,
sh.600848,0.073624,
sh.603085,0.073649,
sz.002641,0.073658,
sh.600351,0.073699,
sh.603002,0.073784,
sh.603309,0.073802,
sh.603318,0.073889,
sh.600715,0.074153,
sz.002758,0.074188,
sz.000150,0.074214,
sz.000881,0.074313,
sh.600086,0.074415,
sz.300384,0.074505,
sh.600379,0.074541,
sz.300475,0.074625,
sh.603869,0.074704,
sz.001696,0.074741,
sh.603528,0.074759,
sh.600650,0.074816,
sz.002687,0.074864,
sh.603566,0.074882,
sz.300453,0.07491,
sh.600739,0.074917,
sz.000960,0.074998,
sz.002791,0.075023,
sz.300424,0.075051,
sz.002065,0.075102,
sz.002515,0.075107,
sz.300024,0.07521,
sh.603797,0.075218,
sh.600070,0.075255,
sz.002637,0.075298,
sh.603822,0.075336,
sh.601018,0.07544,
sh.600600,0.075496,
sz.002429,0.075544,
sz.002627,0.075578,
sz.300557,0.075628,
sh.600837,0.075638,
sz.002550,0.075658,
sz.002210,0.075703,
sh.600602,0.075723,
sz.300082,0.075841,
sz.300469,0.075976,
sh.600958,0.076039,
sz.002632,0.07604,
sz.300131,0.076083,
sz.002437,0.076115,
sz.002472,0.076142,
sz.000977,0.076195,
sz.002735,0.07628,
sz.002391,0.076288,
sz.000023,0.076296,
sh.601677,0.076386,
sh.600378,0.076403,
sz.002300,0.076407,
sz.002301,0.076431,
sz.300521,0.076435,
sh.600648,0.076445,
sz.002326,0.076457,
sh.603099,0.076473,
sz.300212,0.076538,
sz.002594,0.076538,
sh.603128,0.076562,
sh.600033,0.07658,
sz.300094,0.076597,
sz.002645,0.07675,
sz.002320,0.076757,
sz.002895,0.076816,
sh.600626,0.076832,
sh.600449,0.07703,
sz.000988,0.07723,
sh.603020,0.077358,
sh.601326,0.077528,
sz.300324,0.077575,
sz.300386,0.077638,
sz.300593,0.077658,
sz.300272,0.077738,
sz.002470,0.077898,
sh.600838,0.077932,
sh.600088,0.078021,
sh.600129,0.078122,
sh.603268,0.078159,
sh.600030,0.078178,
sz.300310,0.078182,
sz.002208,0.078428,
sh.600446,0.078619,
sh.601222,0.078663,
sz.002806,0.078671,
sh.600272,0.078694,
sz.000923,0.078813,
sz.002770,0.07884,
sh.600790,0.078862,
sz.002228,0.078909,
sz.000757,0.078964,
sh.600826,0.078991,
sz.002443,0.079048,
sh.600387,0.079101,
sz.002349,0.079143,
sh.603861,0.079172,
sz.300377,0.079182,
sz.002596,0.079198,
sh.601618,0.079208,
sz.300462,0.079301,
sh.600106,0.079304,
sz.300434,0.07931,
sh.600814,0.079397,
sz.300179,0.079422,
sz.002650,0.079444,
sz.300370,0.079459,
sz.002324,0.079565,
sh.603698,0.079586,
sz.300478,0.07972,
sh.600985,0.079721,
sz.002540,0.079793,
sh.600980,0.079976,
sz.000565,0.080001,
sz.000627,0.080037,
sz.002403,0.080065,
sz.000711,0.080228,
sz.300565,0.080271,
sz.002828,0.080315,
sz.300535,0.080375,
sh.603637,0.080548,
sh.600021,0.080563,
sz.000922,0.080667,
sh.601999,0.080702,
sz.300275,0.080718,
sz.000906,0.080729,
sz.300102,0.080795,
sz.300363,0.080818,
sz.300358,0.080874,
sz.002822,0.080982,
sh.600057,0.08101,
sz.300583,0.081067,
sh.600061,0.081116,
sh.600614,0.081235,
sz.000039,0.081275,
sz.002789,0.081332,
sz.002863,0.081358,
sz.002682,0.081375,
sh.600118,0.081422,
sh.600676,0.081439,
sz.002700,0.081467,
sz.000510,0.081519,
sz.002406,0.081552,
sz.000652,0.081577,
sh.603101,0.081603,
sz.000548,0.081823,
sh.600171,0.081875,
sz.300430,0.081934,
sz.300007,0.081995,
sh.601086,0.082,
sh.600979,0.082024,
sh.603100,0.082054,
sz.002738,0.082096,
sz.002886,0.082127,
sh.600376,0.082169,
sz.002153,0.082237,
sz.300038,0.082243,
sz.300435,0.082254,
sz.000798,0.082267,
sz.000607,0.082318,
sh.600483,0.082319,
sh.600658,0.082331,
sh.600071,0.082415,
sz.000975,0.082447,
sh.600185,0.082611,
sz.002926,0.082698,
sh.600513,0.082763,
sh.600637,0.08278,
sh.600372,0.082783,
sz.000582,0.082789,
sz.300473,0.082913,
sz.300288,0.082951,
sz.002356,0.082998,
sh.600667,0.083013,
sh.603699,0.083093,
sh.600073,0.083102,
sh.600999,0.083217,
sz.002599,0.083223,
sh.603689,0.083251,
sz.300375,0.08328,
sz.002501,0.083306,
sz.300065,0.083313,
sh.603336,0.083371,
sz.300560,0.083428,
sh.601108,0.083467,
sh.600089,0.083487,
sh.600529,0.083496,
sz.001965,0.083609,
sz.002635,0.083642,
sz.002049,0.083705,
sh.603199,0.083711,
sh.600745,0.083766,
sz.000415,0.083789,
sz.000965,0.083798,
sh.600639,0.083871,
sz.000400,0.083884,
sz.002020,0.083908,
sz.000552,0.083981,
sz.002303,0.084005,
sz.300531,0.084024,
sz.002783,0.084036,
sz.000683,0.084045,
sh.603667,0.084063,
sz.002734,0.084252,
sz.002829,0.084398,
sh.603218,0.084441,
sh.600649,0.084464,
sh.603010,0.084599,
sh.600067,0.084639,
sz.000821,0.084688,
sz.002055,0.084704,
sz.000926,0.084741,
sz.002340,0.084742,
sz.300336,0.084745,
sh.603177,0.084814,
sz.002811,0.084852,
sh.603817,0.084864,
sz.000545,0.084889,
sh.601789,0.085117,
sz.002695,0.085158,
sh.600546,0.085265,
sz.002404,0.085272,
sz.300526,0.085294,
sz.300568,0.085409,
sz.002856,0.085474,
sh.600367,0.085495,
sz.000166,0.085574,
sz.300255,0.085649,
sz.300292,0.085683,
sz.300304,0.08572,
sh.600665,0.08604,
sh.600439,0.086057,
sh.603615,0.086121,
sz.300083,0.086123,
sz.300510,0.086179,
sz.300539,0.086231,
sh.600976,0.0863,
sz.300196,0.086337,
sz.300647,0.086389,
sh.603688,0.086454,
sh.603126,0.086528,
sh.600052,0.086572,
sz.300174,0.086601,
sz.002564,0.086634,
sz.002398,0.086654,
sz.300611,0.086687,
sz.002157,0.086722,
sh.600758,0.086723,
sz.300222,0.086781,
sh.600965,0.086782,
sh.600031,0.086788,
sh.600420,0.086855,
sz.002238,0.086899,
sh.600123,0.086906,
sz.002603,0.086986,
sh.603299,0.087,
sz.300242,0.087022,
sz.000959,0.087032,
sh.600461,0.087052,
sz.002551,0.087242,
sz.300160,0.087299,
sz.300587,0.087299,
sz.000035,0.087462,
sh.600120,0.087568,
sz.002830,0.087619,
sz.002809,0.087645,
sh.601336,0.087647,
sz.002781,0.087769,
sz.300629,0.087807,
sz.002412,0.08783,
sh.603139,0.087916,
sz.300199,0.08805,
sz.002921,0.088069,
sh.600160,0.088084,
sz.000151,0.088159,
sz.000883,0.088253,
sz.300295,0.088264,
sz.300686,0.088304,
sh.600226,0.088474,
sh.600713,0.088555,
sh.600859,0.088568,
sh.601211,0.088587,
sz.300027,0.0886,
sz.300692,0.088603,
sh.603238,0.088612,
sh.601101,0.088617,
sz.300061,0.088657,
sz.300343,0.088838,
sz.002370,0.088964,
sz.002119,0.089134,
sz.000609,0.089144,
sz.000889,0.089362,
sz.300087,0.089466,
sz.300665,0.089485,
sz.002724,0.089518,
sz.002451,0.089558,
sh.600523,0.089624,
sh.603916,0.089631,
sz.002619,0.089748,
sh.600258,0.089749,
sz.002101,0.089784,
sh.600337,0.08981,
sz.000985,0.089841,
sz.002283,0.089915,
sz.002716,0.089939,
sz.002237,0.089978,
sh.603168,0.090023,
sz.002430,0.09003,
sz.002367,0.090084,
sz.300581,0.090089,
sh.600797,0.090107,
sh.600986,0.090135,
sz.300259,0.090239,
sz.002332,0.090257,
sz.002807,0.090326,
sz.300340,0.090438,
sh.603955,0.090525,
sz.002105,0.090558,
sz.000739,0.090565,
sh.603323,0.090582,
sh.601965,0.090734,
sh.603041,0.090742,
sh.601188,0.090852,
sz.002033,0.090867,
sh.600480,0.090873,
sz.300183,0.090933,
sh.603050,0.09094,
sz.000799,0.090984,
sz.002063,0.091054,
sz.002736,0.091066,
sh.600090,0.091137,
sz.300563,0.091209,
sz.300031,0.091301,
sz.300138,0.091323,
sz.000685,0.091348,
sh.603778,0.09135,
sz.000983,0.09137,
sh.600422,0.091396,
sz.300387,0.091403,
sz.000829,0.09143,
sz.002322,0.091435,
sh.603758,0.091439,
sh.600327,0.091447,
sh.600748,0.091452,
sz.300651,0.091515,
sz.002080,0.09154,
sh.600366,0.091544,
sh.601882,0.091692,
sz.300511,0.09171,
sz.300229,0.09178,
sz.002788,0.091831,
sz.002820,0.091854,
sz.300570,0.091897,
sh.600020,0.09191,
sh.603385,0.091935,
sz.002186,0.091959,
sz.000967,0.091977,
sz.300107,0.091989,
sz.300494,0.092125,
sh.601878,0.092161,
sh.600761,0.092263,
sh.603017,0.092298,
sh.603588,0.092329,
sz.000888,0.092384,
sz.002598,0.092388,
sh.600549,0.092394,
sh.603887,0.092403,
sz.300187,0.092436,
sh.603725,0.092443,
sh.600335,0.092448,
sz.300440,0.0925,
sh.603067,0.092564,
sz.000725,0.092565,
sz.300631,0.09257,
sz.300098,0.092574,
sz.300114,0.092591,
sh.600163,0.092618,
sz.300348,0.092672,
sh.600531,0.092677,
sh.601558,0.092681,
sh.601933,0.092709,
sh.600363,0.092762,
sz.300253,0.092816,
sz.000687,0.092875,
sh.600710,0.092922,
sz.002345,0.092937,
sh.600735,0.092969,
sh.600687,0.093091,
sz.300654,0.093144,
sz.002312,0.093211,
sh.600738,0.093266,
sh.601199,0.09335,
sz.300522,0.09339,
sh.601111,0.093425,
sz.300248,0.093473,
sh.600039,0.09359,
sz.002360,0.093595,
sz.300477,0.093691,
sz.300360,0.093695,
sz.300576,0.093754,
sz.000090,0.093779,
sh.603223,0.093803,
sz.000756,0.09381,
sz.300043,0.093895,
sz.300417,0.093959,
sh.600565,0.093991,
sz.002045,0.093997,
sh.601588,0.094017,
sz.300505,0.09408,
sh.600611,0.09416,
sz.002087,0.094217,
sh.600594,0.094285,
sh.601311,0.094374,
sz.002118,0.09438,
sz.002407,0.094479,
sh.603655,0.094539,
sz.300645,0.094573,
sz.300427,0.094603,
sz.002795,0.094703,
sh.600064,0.094763,
sh.601137,0.094801,
sz.002104,0.094839,
sz.002444,0.094868,
sz.002358,0.094875,
sz.000928,0.094984,
sz.300615,0.095024,
sh.603078,0.095031,
sh.600995,0.095117,
sh.600845,0.09522,
sh.600736,0.095249,
sh.601766,0.095387,
sz.300437,0.095391,
sh.603966,0.09543,
sh.600981,0.095431,
sz.002787,0.095457,
sz.002906,0.095463,
sz.002532,0.095548,
sz.300133,0.09555,
sz.300586,0.095569,
sh.601611,0.095604,
sz.000623,0.095713,
sz.300443,0.095877,
sh.603993,0.095888,
sh.600692,0.095936,
sz.002456,0.095941,
sh.600977,0.095978,
sz.002865,0.096042,
sz.000598,0.09609,
sz.002609,0.096135,
sz.002800,0.096142,
sz.002455,0.096219,
sz.002497,0.096221,
sz.002418,0.096225,
sz.300721,0.096225,
sh.600110,0.096461,
sh.600884,0.096483,
sz.002185,0.096571,
sz.002712,0.096576,
sz.002812,0.09662,
sz.300675,0.096626,
sz.300322,0.096646,
sz.300500,0.09667,
sz.300444,0.096716,
sh.603580,0.09703,
sz.300698,0.09708,
sh.601928,0.097131,
sh.600530,0.097226,
sh.600843,0.097247,
sz.002401,0.097365,
sz.002643,0.097392,
sz.000021,0.097398,
sz.002741,0.097421,
sh.600562,0.097427,
sh.603313,0.097546,
sh.603678,0.097676,
sh.600998,0.097741,
sz.002839,0.097802,
sh.600978,0.097877,
sz.002357,0.097908,
sz.300001,0.097956,
sz.002224,0.09801,
sz.000667,0.098052,
sh.600917,0.098081,
sh.600498,0.098167,
sz.002766,0.098181,
sh.600820,0.09821,
sz.300468,0.098216,
sz.300655,0.098247,
sh.601200,0.098319,
sz.002681,0.098561,
sh.600559,0.098567,
sh.600661,0.09858,
sh.600308,0.098642,
sz.300075,0.098664,
sh.600723,0.098696,
sh.603803,0.098749,
sz.300432,0.098854,
sz.002888,0.098913,
sz.002864,0.098992,
sh.601866,0.099023,
sz.300678,0.099041,
sz.002762,0.099051,
sh.603601,0.099345,
sh.600755,0.099349,
sz.002531,0.099418,
sz.300716,0.099481,
sh.603108,0.099533,
sz.000617,0.099652,
sh.603520,0.099706,
sh.600054,0.099819,
sz.000751,0.099821,
sz.002516,0.100012,
sz.002843,0.100031,
sh.603066,0.10008,
sz.000042,0.100085,
sz.000719,0.100156,
sh.600328,0.100171,
sz.002384,0.100173,
sh.603937,0.100302,
sh.603987,0.100402,
sz.300509,0.100416,
sh.603286,0.100575,
sz.002872,0.100668,
sh.600926,0.10068,
sz.002890,0.100709,
sh.600007,0.100744,
sh.603906,0.100789,
sz.000656,0.100796,
sz.000062,0.100807,
sz.300326,0.100881,
sh.601566,0.100957,
sh.600499,0.100977,
sh.603996,0.10101,
sz.000017,0.101073,
sz.300566,0.101108,
sz.002751,0.101154,
sz.002482,0.10122,
sz.300591,0.101265,
sz.300267,0.101268,
sh.600764,0.101309,
sz.002098,0.101315,
sz.002857,0.101416,
sz.002902,0.101438,
sh.603477,0.101443,
sz.000012,0.101477,
sz.000100,0.101478,
sz.002006,0.101487,
sh.603321,0.101747,
sz.002726,0.101799,
sz.000708,0.101889,
sh.600285,0.101898,
sz.300536,0.101948,
sh.603019,0.102061,
sh.600497,0.102145,
sh.603939,0.10229,
sz.002138,0.102323,
sz.300172,0.102338,
sz.300097,0.102453,
sz.300527,0.102461,
sh.600350,0.102633,
sz.002411,0.102651,
sz.000601,0.102673,
sz.002774,0.102787,
sh.603398,0.102891,
sh.600874,0.103079,
sh.603909,0.103082,
sz.002062,0.103101,
sh.600170,0.103186,
sz.300166,0.103236,
sh.603599,0.103236,
sh.601628,0.103283,
sz.300495,0.103304,
sh.600622,0.103416,
sz.002862,0.103676,
sh.603787,0.10377,
sz.300664,0.103777,
sh.601100,0.10393,
sz.002183,0.104032,
sh.603258,0.10405,
sz.002182,0.104068,
sz.002567,0.104108,
sz.300503,0.104177,
sz.002152,0.104189,
sz.000411,0.104226,
sh.601000,0.10423,
sz.002850,0.104247,
sh.601633,0.104269,
sz.002826,0.104273,
sz.001872,0.104745,
sz.000022,0.104745,
sh.600299,0.104858,
sh.601669,0.104873,
sz.002877,0.104918,
sz.000402,0.104939,
sh.600988,0.104982,
sz.002191,0.104985,
sh.600097,0.104986,
sh.600149,0.105082,
sz.300389,0.105129,
sz.000776,0.105217,
sh.603035,0.105363,
sz.300251,0.10549,
sh.603978,0.105504,
sz.002421,0.105566,
sh.600757,0.105569,
sh.603716,0.105625,
sh.600742,0.10572,
sz.300702,0.105735,
sh.601949,0.105829,
sh.603768,0.105887,
sz.002365,0.105908,
sh.601828,0.10593,
sz.300676,0.106039,
sh.600704,0.106175,
sz.002557,0.106191,
sh.603200,0.106245,
sh.603608,0.106263,
sh.603598,0.106369,
sz.000900,0.106389,
sz.300455,0.1064,
sz.300502,0.106651,
sz.002611,0.10676,
sh.600675,0.106801,
sz.300013,0.106857,
sh.601985,0.106908,
sh.601518,0.106951,
sh.600138,0.106994,
sh.600737,0.10701,
sz.002861,0.107046,
sh.600303,0.107075,
sh.600823,0.107108,
sz.000818,0.107197,
sh.600657,0.107217,
sh.601607,0.107249,
sh.603991,0.107304,
sh.600628,0.107333,
sh.603131,0.10737,
sz.300710,0.107392,
sz.300391,0.107507,
sh.603856,0.107515,
sh.600697,0.107724,
sz.300091,0.107744,
sh.603111,0.10775,
sh.601328,0.108012,
sz.002568,0.108016,
sz.300233,0.108018,
sh.601688,0.108059,
sh.603903,0.108157,
sz.300598,0.108373,
sh.600208,0.108451,
sh.603030,0.108501,
sh.600548,0.108502,
sz.000662,0.108577,
sz.300108,0.10858,
sz.000826,0.108583,
sz.300266,0.108621,
sh.601366,0.108655,
sh.601390,0.108665,
sh.603630,0.108739,
sz.300017,0.108754,
sh.600491,0.10878,
sz.002373,0.108812,
sh.600390,0.108868,
sh.603636,0.108885,
sh.601601,0.108905,
sz.300367,0.108982,
sh.600392,0.108988,
sz.002765,0.109014,
sz.002171,0.109046,
sh.600886,0.109134,
sz.002756,0.109157,
sz.000676,0.10917,
sh.603823,0.109231,
sh.601998,0.109303,
sz.300523,0.109316,
sz.000001,0.109324,
sh.600996,0.109381,
sz.002649,0.109535,
sz.002694,0.109551,
sz.300297,0.109552,
sz.300635,0.109892,
sz.002107,0.10995,
sh.601139,0.109972,
sz.300693,0.109985,
sh.603042,0.11013,
sz.002126,0.110152,
sz.002434,0.110154,
sh.603738,0.110171,
sz.002502,0.110219,
sz.002728,0.110233,
sz.000426,0.110253,
sz.000876,0.110284,
sh.600908,0.110389,
sh.603399,0.110431,
sh.600769,0.110479,
sh.600329,0.110506,
sh.603860,0.110522,
sh.603611,0.110592,
sz.300201,0.110603,
sz.000155,0.110667,
sh.603008,0.11076,
sh.600252,0.110845,
sh.603920,0.110847,
sz.300697,0.110904,
sh.603718,0.110904,
sz.300501,0.111124,
sz.002206,0.111231,
sz.002842,0.111241,
sh.603665,0.11126,
sz.000780,0.111319,
sh.600035,0.111361,
sz.002314,0.111368,
sh.600466,0.111433,
sz.300530,0.111531,
sz.300493,0.111575,
sh.603888,0.111636,
sz.002273,0.111654,
sh.601599,0.111672,
sz.300338,0.111746,
sh.603922,0.111774,
sh.601899,0.111778,
sz.002653,0.111785,
sz.300230,0.111803,
sz.000524,0.111826,
sh.603316,0.111842,
sz.002846,0.111847,
sh.603320,0.111861,
sh.603976,0.111885,
sh.603586,0.11198,
sz.002824,0.11213,
sz.002233,0.112142,
sz.300717,0.112184,
sz.002771,0.112226,
sz.300643,0.112229,
sz.300227,0.112511,
sh.603535,0.112536,
sh.600720,0.112544,
sh.603879,0.112574,
sz.002553,0.112633,
sh.600105,0.112633,
sz.002561,0.112742,
sh.600557,0.112775,
sz.002281,0.112786,
